Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
⇑,False,False,False,False,False,False
a,False,False,False,False,False,False
"Department of Systems and Computer Networks, Wroclaw University of Technology, Wroclaw, Poland",False,False,False,False,False,False
b,False,False,False,False,False,False
"Computational Intelligence Group, University of the Basque Country, San Sebastian, Spain",False,False,False,False,False,False
c,False,False,False,False,False,False
"Departamento de Informática y Automática, University of Salamanca, Salamanca, Spain",False,False,False,False,False,False
article info,False,False,False,False,False,False
Article history:,False,False,False,False,False,False
Available online 29 April 2013,False,False,False,False,False,False
Keywords:,False,False,False,False,False,False
Combined classiﬁer,False,False,False,False,False,False
Multiple classiﬁer system,False,False,False,False,False,False
Classiﬁer ensemble,False,False,False,False,False,False
Classiﬁer fusion,False,False,False,False,False,False
Hybrid classiﬁer,False,False,False,False,False,False
abstract,False,False,False,False,False,False
A current focus of intense research in pattern classiﬁcation is the combination of several classiﬁer sys-,False,False,False,False,False,False
"tems, which can be built following either the same or different models and/or datasets building",False,False,False,False,False,False
approaches. These systems perform information fusion of classiﬁcation decisions at different levels over-,False,False,False,False,False,False
coming limitations of traditional approaches based on single classiﬁers. This paper presents an up-to-,False,False,False,False,False,False
date survey on multiple classiﬁer system (MCS) from the point of view of Hybrid Intelligent Systems.,False,False,False,False,False,False
"The article discusses major issues, such as diversity and decision fusion methods, providing a vision of",False,False,False,False,False,False
the spectrum of applications that are currently being developed.,False,False,False,False,False,False
Ó 2013 Elsevier B.V. All rights reserved.,False,False,False,False,False,False
1. Introduction,False,False,True,True,False,False
Hybrid Intelligent Systems offer many alternatives for unortho-,False,False,False,False,False,False
"dox handling of realistic increasingly complex problems, involving",False,False,False,False,False,False
"ambiguity, uncertainty and high-dimensionality of data. They al-",False,False,False,False,False,False
low to use both a priori knowledge and raw data to compose inno-,False,False,False,False,False,False
"vative solutions. Therefore, there is growing attention to this",False,False,False,False,False,False
multidisciplinary research ﬁeld in the computer engineering re-,False,False,False,False,False,False
search community. Hybridization appears in many domains of hu-,False,False,False,False,False,False
man activity. It has an immediate natural inspiration in the human,False,False,False,False,False,False
"biological systems, such as the Central Nervous System, which is a",False,False,False,False,False,False
"de facto hybrid composition of many diverse computational units,",False,False,False,False,False,False
"as discussed since the early days of computer science, e.g., by",False,False,False,False,False,False
von Neumann [1] or Newell [2]. Hybrid approaches seek to exploit,False,False,False,False,False,False
"the strengths of the individual components, obtaining enhanced",False,False,False,False,False,False
performance by their combination. The famous ‘‘no free lunch’’ the-,False,False,False,False,False,False
orem [3] stated by Wolpert may be extrapolated to the point of,False,False,False,False,False,False
saying that there is no single computational view that solves all,False,False,False,False,False,False
problems. Fig. 1 is a rough representation of the computational do-,False,False,False,False,True,False
