Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
*,False,False,False,False,False,False
"Department of Computer Engineering, Selcuk University, Konya, Turkey",False,False,False,False,False,False
article info,False,False,False,False,False,False
Keywords:,False,False,False,False,False,False
Binary particle swarm optimization,False,False,False,False,False,False
Genetic algorithm,False,False,False,False,False,False
Support vector machine,False,False,False,False,False,False
Exercise stress testing,False,False,False,False,False,False
Coronary artery disease,False,False,False,False,False,False
abstract,False,False,False,False,False,False
The aim of this study is to search the efﬁciency of binary particle swarm optimization (BPSO) and genetic,False,False,False,False,False,False
algorithm (GA) techniques as feature selection models on determination of coronary artery disease (CAD),False,False,False,False,False,False
"existence based upon exercise stress testing (EST) data. Also, increasing the classiﬁcation performance of",False,False,False,False,False,False
the classiﬁer is another aim. The dataset having 23 features was obtained from patients who had per-,False,False,False,False,False,False
formed EST and coronary angiography. Support vector machine (SVM) with k-fold cross-validation,False,False,False,False,False,False
method is used as the classiﬁer system of CAD existence in both BPSO and GA feature selection tech-,False,False,False,False,False,False
niques. Classiﬁcation results of feature selection technique using BPSO and GA are compared with each,False,False,False,False,False,False
other and also with the results of the whole features using simple SVM model. The results show that fea-,False,False,False,False,False,False
ture selection technique using BPSO is more successful than feature selection technique using GA on,False,False,False,False,False,False
"determining CAD. Also with the new dataset composed by feature selection technique using BPSO, this",False,False,False,False,False,False
study reached more accurate values of success on CAD existence research with more little complexity,False,False,False,False,False,False
of classiﬁer system and more little classiﬁcati on time compared with whole features used SVM.,False,False,False,False,False,False
Ó 2009 Elsevier Ltd. All rights reserved.,False,False,False,False,False,False
1. Introduction,False,False,True,True,False,False
Exercise stress test (EST) is most commonly used method on,False,False,False,False,False,False
"diagnosis of angina. It is a noninvasive, inexpensive, easy operable,",False,False,False,False,False,False
safe and reproducible method. The main cause of angina is coro-,False,False,False,False,False,False
nary artery disease (CAD) and occurs due to atherosclerosis of,False,False,False,False,False,False
"the cardiac arteries (Sprigings, 2002). Therefore, EST is one of the",False,False,False,False,False,False
ﬁrst choice noninvasive diagnostic tools in the diagnosis of sus-,False,False,False,False,False,False
"pected CAD. Nonetheless, the relatively low sensitivity and speci-",False,False,False,False,False,False
ﬁcity of EST for diagnosing CAD has led to limit its clinical usage,False,False,False,False,False,False
"(San Roman, Vilacosta, Castillo, et al., 1998; Thom et al., 2006).",False,False,False,False,False,False
Artiﬁcial intelligence techniques are commonly used in medical,False,False,False,False,False,False
"diagnosis with an amazing increment day by day, and also it could",False,False,False,False,False,False
be seen in the literature.,False,False,False,False,False,False
Fuzzy discrete hidden Markov model is used to classify trans-,False,False,False,False,False,False
cranial Doppler signals to predict the patients whether they are,False,False,False,False,False,False
brain diseased or not (Ug,False,False,False,False,False,False
˘,False,False,False,False,False,False
"uz, Öztürk, Saraçog",False,False,False,False,False,False
˘,False,False,False,False,False,False
"lu, & Arslan, 2008).",False,False,False,False,False,False
Sepehri et al. proposed a method for automated screening of con-,False,False,False,False,False,False
genital heart diseases in children by means of heart sound analysis,False,False,False,False,False,False
techniques. The method relies on categorizing the pathological,False,False,False,False,False,False
murmurs by examining the heart sound energy over speciﬁc fre-,False,False,False,False,False,False
quency bands based on the heart sections initiating those (Sepehri,False,False,False,False,False,False
"et al., 2008). Tantimongcolwata et al. proposed a method for",False,False,False,False,False,False
the interpretation of ischemic heart disease pattern of magnetocar-,False,False,False,False,False,False
diography recordings using backpropagation neural network,False,False,False,False,False,False
and direct kernel self-organizing map machine learning,False,False,False,False,False,False
"approaches (Tantimongcolwata, Naennab, Isarankura-Na-Ayudhy-",False,False,False,False,False,False
"aa, Embrechtsc, & Prachayasittikula, 2008). Least squares support",False,False,False,False,False,False
vector machine and backpropagation artiﬁcial neural network,False,False,False,False,False,False
methods are employed to classify the extracted features obtained,False,False,False,False,False,False
"from Doppler signals of the heart valve (Comak et al., 2007). Zhi-",False,False,False,False,False,False
dong proposed noninvasive diagnosis method of coronary artery,False,False,False,False,False,False
disease based on the instantaneous frequency estimation of dia-,False,False,False,False,False,False
stolic murmurs and support vector machine (SVM) classiﬁer (Zhi-,False,False,False,False,False,False
"dong, 2005). Kurt et al. compare performances of machine",False,False,False,False,False,False
"learning approaches which are logistic regression, classiﬁcation",False,False,False,False,False,False
"and regression tree, multi-layer perceptron, radial basis function",False,False,False,False,False,False
