Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
Abstract—A fuzzy rule-based decision support system (DSS),False,False,False,True,False,False
is presented for the diagnosis of coronary artery disease (CAD).,False,False,False,False,False,False
The system is automatically generated from an initial annotated,False,False,False,False,False,False
"dataset, using a four stage methodology: 1) induction of a decision",False,False,False,False,False,False
tree from the data; 2) extraction of a set of rules from the decision,False,False,False,False,False,False
"tree, in disjunctive normal form and formulation of a crisp model;",False,False,False,False,False,False
3) transformation of the crisp set of rules into a fuzzy model; and,False,False,False,False,False,False
4) optimization of the parameters of the fuzzy model. The dataset,False,False,False,False,False,False
"used for the DSS generation and evaluation consists of 199 subjects,",False,False,False,False,False,False
"each one characterized by 19 features, including demographic and",False,False,False,False,False,False
"history data, as well as laboratory examinations. Tenfold cross",False,False,False,False,False,False
"validation is employed, and the average sensitivity and speciﬁcity",False,False,False,False,False,False
"obtained is 62% and 54%, respectively, using the set of rules ex-",False,False,False,False,False,False
"tracted from the decision tree (ﬁrst and second stages), while the",False,False,False,False,False,False
"average sensitivity and speciﬁcity increase to 80% and 65%, re-",False,False,False,False,False,False
"spectively, when the fuzziﬁcation and optimization stages are used.",False,False,False,False,False,False
The system offers several advantages since it is automatically gen-,False,False,False,False,False,False
"erated, it provides CAD diagnosis based on easily and noninva-",False,False,False,False,False,False
"sively acquired features, and is abletoprovideinterpretation for",False,False,False,False,False,False
the decisions made.,False,False,False,False,False,False
"Index Terms—Coronary artery disease (CAD), data mining,",False,False,False,False,False,False
"decision trees, fuzzy modeling, optimization.",False,False,False,False,False,False
I. INTRODUCTION,True,True,False,True,False,False
C,True,False,False,True,False,False
ORONARY artery disease (CAD) is the development of,False,False,False,False,False,False
"atherosclerotic plaques in coronary arteries, resulting in",False,False,False,False,False,False
"coronary luminal narrowing, and subsequently, occlusion, and",False,False,False,False,False,False
thus leading to myocardial infarction (MI) or sudden cardiac,False,False,False,False,False,False
death. The CAD is the leading cause of death in western coun-,False,False,False,False,False,False
"tries. The understanding of the pathophysiology of CAD, the",False,False,False,False,False,False
"prevention of its development, the identiﬁcation and effective",False,False,False,False,False,False
"modiﬁcation of cardiovascular risk factors, its diagnosis and",False,False,False,False,False,False
"Manuscript received September 20, 2006. This work was supported by the",False,False,False,False,False,False
