Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
 ,False,False,False,False,False,False
Application of K-Means and Genetic Algorithms for ,False,False,False,False,False,False
Dimension Reduc,False,False,False,False,False,False
tion by Integrating  ,False,False,False,False,False,False
SVM for Diabetes Diagnosis ,False,False,False,False,False,False
 ,False,False,False,False,False,False
"T. Santhanam a, M.S Padmavathi b ",False,False,False,False,False,False
a,False,False,False,False,False,False
 ,False,False,False,False,False,False
"Associate Professor and Head, PG and Research Department of Computer Science,  ",False,False,False,False,False,False
"D. G.Vaishnav College, Chennai - 600106, India. ",False,False,False,False,False,False
b ,False,False,False,False,False,False
"Ph.D Scholor, PG and Research Department of Computer Science,  ",False,False,False,False,False,False
"D. G. Vaishnav College,Chennai - 600106, India ",False,False,False,False,False,False
Abstract ,False,False,False,True,False,False
"Vast amount of data available in health care industry is difficult to handle, hence mining is necessary to find the ",False,False,False,False,False,False
necessary pattern and relationship among the features available. Medical data mining is one major research area where ,False,False,False,False,False,False
"evolutionary algorithms and clustering algorithms play a vital role. In this research work, K-Means is used for ",False,False,False,False,False,False
r,False,False,False,False,False,False
emoving the noisy data and genetic algorithms for finding the optimal set of features with Support Vector Machine ,False,False,False,False,False,False
"(SVM) as classifier for classification. The experimental result proves that, the proposed model has attained an average ",False,False,False,False,False,False
accuracy of 98.79 % for reduced dataset of Pima Indians Diabetes from UCI repository. It also shows that the proposed ,False,False,False,False,False,False
meth,False,False,False,False,False,False
od has attained better results compared to modified K-Means clustering based data preparation method with SVM ,False,False,False,False,False,False
classi,False,False,False,False,False,False
fier (96.71 %) as described in the literature ,False,False,False,False,False,False
 ,False,False,False,False,False,False
© 2015 The Authors. Published by Elsevier B.V. ,False,False,False,False,False,False
Peer-review under responsibility of organizing committee of the,False,False,False,False,False,False
" Graph Algorithms, High Performance Implementations ",False,False,False,False,False,False
and Applications (ICGHIA2014).,False,False,False,False,False,False
 ,False,False,False,False,False,False
Keywords: Diabetes Diagnosis; Feature Selection; Genetic Algorithms; K-Means; Support Vector Machine. ,False,False,False,False,False,False
     Extracting knowledge and patterns for the diagnosis,False,False,False,False,False,False
 and treatment of disease from the medical database ,False,False,False,False,False,False
becomes more important to promote the development of telemedicine and community medicine. The ,False,False,False,False,False,False
"methods and applications of medical data include artificial  neural network, genetic algorithms, fuzzy ",False,False,False,False,False,False
© 2015 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license ,False,False,False,False,False,False
(http://creativecommons.org/licenses/by-nc-nd/4.0/).,False,False,False,False,False,False
Peer,False,False,False,False,False,False
"-review under responsibility of organizing committee of the Graph Algorithms, High Performance Implementations ",False,False,False,False,False,False
and Applications (ICGHIA2014),False,False,False,False,False,False
 T. Santhanam and M.S. Padmavathi  /  Procedia Computer Science  47  ( 2015 )  76 – 83 ,False,False,False,False,False,False
"system, rough set, and support vector machine ",False,False,False,False,False,False
. One important application of medical mining is genetic ,False,True,False,True,False,False
algorithms. Dimension reduction is the mapping of data to a lower dimensional space such that ,False,False,False,False,False,False
"uninformative variance in the data is removed, such that a subspace in which the data lives is detected ",False,False,False,False,False,False
. It ,False,True,False,True,False,False
can be divided into instance selection or reduction and feature selection techniques. Instance reduction is ,False,False,False,False,False,False
reducing the irrelevant instances from the dataset to increase the classification accuracy. Selecting a subset ,False,False,False,False,False,False
of,False,False,False,False,False,False
 relevant features to be used in model construction is called feature Selection.  ,False,False,False,False,False,False
 Genetic Algorithms (GAs) are intrinsically parallel. GAs h,False,False,False,False,False,False
"ave multiple offspring, they can explore the ",False,False,False,False,False,False
