Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
of ,False,False,False,False,False,False
Proceedings of the 1996 Virtual Reality Annual International Symposium (VRAIS '96) ,False,False,False,False,False,False
0-8186-7295-1/96 $10.00 © 1996 IEEE ,True,False,False,True,False,False
"Authorized licensed use limited to: Thakur College of Engineering and Technology. Downloaded on June 04,2010 at 06:18:58 UTC from IEEE Xplore.  Restrictions apply. ",False,False,False,False,False,False
"Environment 8) c* /* --v--w-- C- Figure 1: Events in the virtual  environment addfact Figure 1: Events in the virtual  environment addfacts  to the expert system fact  database, matching rules and causing an inte matching rules and causing an intelligent response. : to the expert system fact database, llligent response. Natural  Language Processimg Natural Language Processing (NLP)  provides a  theoretical framework for interpreting and representing multimodal  input. NLP  is  traditionally  concerned with  understanding of  written or spoken language, but may be modified to  incorporate other input modalities. In  our approach natural language techniques determine the representation scheme, while  an expert system specifies how  these representations are manipulated  in  an intelligent  way.  To  do  this  we  draw  on  established NL techniques such as Conceptual Dependencies and Scripts. A common theme in  the natural language literature is  that successful systems use a combination of top down and bottom up  processing, applying  contextual  knowledge to  assist  in’ low-level  parsing.  For  example,  BORIS[lO]  is  a  program which  reads stories and responds to  questions about  them. Understanding begins with bottom-up parsing of  textual input which  activates  higher  level  semantic  structures.  These structures  are  used  to  make  predictions  about  possible meaning which  guides processing of  subsequent input  in  a top-down manner. In  a similar  way,  intelligent  virtual  environments -should bring  semantic and contextual knowledge to  bear as early  as possible  in  the  parsing  process,  increasing  recognition accuracy. Also,  by  blending  conceptual representation of multimodal  input  at the lowest  semantic level  possible,  the user can switch input  modalities at any time  without  loss of understanding by the system [ 111. Expert System An  expert system can provide both  low  and high  level understanding of  the events occurring in  the virtual  world.  It does this  by  effectively  integrating  voice and gestural input into  a single  semantic form  which  can be matched against procedural and contextual knowledge to make inferences about user actions.  In  this  way  the  system  can recognize when specific actions occur in  the virtual  environment and provide automatic intelligent feedback. We use a rule-based system consisting of  expert knowledge encoded in  a  set of  if-then  production rules[l2],  such as: if FACT-O  then DO-THIS,  where FACT-O is  the  event necessary for  rule  activation and DO-THIS  the  consequence of  rule  activation.  The  user’s multimodal  input  and other events in  the  virtual  environment  generate facts  which  are passed to the expert system fact database and matched against the  appropriate rules,  causing  an  intelligent  response, as shown in Figure 1. Rule-based expert systems have previously been applied to virtual environments with  the KARMA  training  system.[ 131. In this case the rule-base was used to determine when to  show augmented reality  training  images to  the  user.  Stansfield et. al. [14] also use a rule-based expert system to monitor  low level events in a virtual  environment training application. Our approach is  more general in  that  it  supports both  low  level interpretation  of  multimodal  input and  higher  level understanding. Our  expert  system  rule-base  uses  various  levels  of understanding and knowledge representation, each based on those  below  it  and  each  progressively  more  knowledge intensive, as shown in  Figure  2  overleaf. The  lowest  level, feature based understanding, contains rules which identify  and respond to low level events such as body position. At  the next level,  semantic understanding, rules identify  and respond to isolated actions, such as the user giving a combined voice and gestural command. Next  there are rules  which  identify  and respond to  different  contexts  (groups  of  related  events). Finally,  pragmatic  understanding identifies  where  in  a sequence of tasks the user is, what they have already done and what  they  should  be  doing  next.  Each of  these levels  of understanding relies  on  those  below  it  and  contextual knowledge is applied at all levels to ensure we have both  top- down and bottom-up processing. 169 Proceedings of the 1996 Virtual Reality Annual International Symposium (VRAIS '96) 0-8186-7295-1/96 $10.00 © 1996 IEEE Authorized licensed use limited to: Thakur College of Engineering and Technology. Downloaded on June 04,2010 at 06:18:58 UTC from IEEE Xplore.  Restrictions apply. ",False,False,False,False,False,False
"Environment 8) c* /* --v--w-- C- Figure 1: Events in the virtual  environment addfact Figure 1: Events in the virtual  environment addfacts  to the expert system fact  database, matching rules and causing an inte matching rules and causing an intelligent response. : to the expert system fact database, llligent response. Natural  Language Processimg Natural Language Processing (NLP)  provides a  theoretical framework for interpreting and representing multimodal  input. NLP  is  traditionally  concerned with  understanding of  written or spoken language, but may be modified to  incorporate other input modalities. In  our approach natural language techniques determine the representation scheme, while  an expert system specifies how  these representations are manipulated  in  an intelligent  way.  To  do  this  we  draw  on  established NL techniques such as Conceptual Dependencies and Scripts. A common theme in  the natural language literature is  that successful systems use a combination of top down and bottom up  processing, applying  contextual  knowledge to  assist  in’ low-level  parsing.  For  example,  BORIS[lO]  is  a  program which  reads stories and responds to  questions about  them. Understanding begins with bottom-up parsing of  textual input which  activates  higher  level  semantic  structures.  These structures  are  used  to  make  predictions  about  possible meaning which  guides processing of  subsequent input  in  a top-down manner. In  a similar  way,  intelligent  virtual  environments -should bring  semantic and contextual knowledge to  bear as early  as possible  in  the  parsing  process,  increasing  recognition accuracy. Also,  by  blending  conceptual representation of multimodal  input  at the lowest  semantic level  possible,  the user can switch input  modalities at any time  without  loss of understanding by the system [ 111. Expert System An  expert system can provide both  low  and high  level understanding of  the events occurring in  the virtual  world.  It does this  by  effectively  integrating  voice and gestural input into  a single  semantic form  which  can be matched against procedural and contextual knowledge to make inferences about user actions.  In  this  way  the  system  can recognize when specific actions occur in  the virtual  environment and provide automatic intelligent feedback. We use a rule-based system consisting of  expert knowledge encoded in  a  set of  if-then  production rules[l2],  such as: if FACT-O  then DO-THIS,  where FACT-O is  the  event necessary for  rule  activation and DO-THIS  the  consequence of  rule  activation.  The  user’s multimodal  input  and other events in  the  virtual  environment  generate facts  which  are passed to the expert system fact database and matched against the  appropriate rules,  causing  an  intelligent  response, as shown in Figure 1. Rule-based expert systems have previously been applied to virtual environments with  the KARMA  training  system.[ 131. In this case the rule-base was used to determine when to  show augmented reality  training  images to  the  user.  Stansfield et. al. [14] also use a rule-based expert system to monitor  low level events in a virtual  environment training application. Our approach is  more general in  that  it  supports both  low  level interpretation  of  multimodal  input and  higher  level understanding. Our  expert  system  rule-base  uses  various  levels  of understanding and knowledge representation, each based on those  below  it  and  each  progressively  more  knowledge intensive, as shown in  Figure  2  overleaf. The  lowest  level, feature based understanding, contains rules which identify  and respond to low level events such as body position. At  the next level,  semantic understanding, rules identify  and respond to isolated actions, such as the user giving a combined voice and gestural command. Next  there are rules  which  identify  and respond to  different  contexts  (groups  of  related  events). Finally,  pragmatic  understanding identifies  where  in  a sequence of tasks the user is, what they have already done and what  they  should  be  doing  next.  Each of  these levels  of understanding relies  on  those  below  it  and  contextual knowledge is applied at all levels to ensure we have both  top- down and bottom-up processing. 169 Proceedings of the 1996 Virtual Reality Annual International Symposium (VRAIS '96) 0-8186-7295-1/96 $10.00 © 1996 IEEE Authorized licensed use limited to: Thakur College of Engineering and Technology. Downloaded on June 04,2010 at 06:18:58 UTC from IEEE Xplore.  Restrictions apply. ",False,False,False,False,False,False
FACT-O ,True,False,False,True,False,False
Proceedings of the 1996 Virtual Reality Annual International Symposium (VRAIS '96) ,False,False,False,False,False,False
0-8186-7295-1/96 $10.00 © 1996 IEEE ,True,False,False,True,False,False
"Authorized licensed use limited to: Thakur College of Engineering and Technology. Downloaded on June 04,2010 at 06:18:58 UTC from IEEE Xplore.  Restrictions apply. ",False,False,False,False,False,False
