Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
⇑,False,False,False,False,False,False
a,False,False,False,False,False,False
"School of Mechanical and Aerospace Engineering, Nanyang Technological University, N3, 50 Nanyang Avenue, Singapore 639798, Singapore",False,False,False,False,False,False
b,False,False,False,False,False,False
"School of Electrical and Electronic Engineering, Nanyang Technological University, S1, 50 Nanyang Avenue, Singapore 639798, Singapore",False,False,False,False,False,False
article info,False,False,False,False,False,False
Keywords:,False,False,False,False,False,False
Particle swarm optimization,False,False,False,False,False,False
Decision tree,False,False,False,False,False,False
Coronary artery disease,False,False,False,False,False,False
If–then rules,False,False,False,False,False,False
Membership function,False,False,False,False,False,False
Expert system,False,False,False,False,False,False
abstract,False,False,False,False,False,False
This paper presents a particle swarm optimization (PSO)-based fuzzy expert system for the diagnosis of,False,False,False,False,False,False
coronary artery disease (CAD). The designed system is based on the Cleveland and Hungarian Heart Dis-,False,False,False,False,False,False
"ease datasets. Since the datasets consist of many input attributes, decision tree (DT) was used to unravel",False,False,False,False,False,False
the attributes that contribute towards the diagnosis. The output of the DT was converted into crisp if–,False,False,False,False,False,False
then rules and then transformed into fuzzy rule base. PSO was employed to tune the fuzzy membership,False,False,False,False,False,False
"functions (MFs). Having applied the optimized MFs, the generated fuzzy expert system has yielded",False,False,False,False,False,False
93.27% classiﬁcation accuracy. The major advantage of this approach is the ability to interpret the deci-,False,False,False,False,False,False
"sions made from the created fuzzy expert system, when compared with other approaches.",False,False,False,False,False,False
Ó 2012 Elsevier Ltd. All rights reserved.,False,False,False,False,False,False
1. Introduction,False,False,True,True,False,False
Cardiovascular diseases are a group of disorders of the heart and,False,False,False,False,False,False
"its blood vessels, including coronary artery disease (CAD), cerebro-",False,False,False,False,False,False
"vascular disease, peripheral arterial disease, rheumatic heart dis-",False,False,False,False,False,False
"ease, congenital heart disease, pulmonary embolism. Among",False,False,False,False,False,False
"those mentioned above, CAD is the most common type of cardio-",False,False,False,False,False,False
"vascular disease and accounts for over 600,000 deaths each year",False,False,False,False,False,False
"in the European Union (Wilson et al., 1998). It is the largest killer",False,False,False,False,False,False
"disease of American males and females, which caused about one",False,False,False,False,False,False
of every six deaths in the United States (US) in 2006. The estimated,False,False,False,False,False,False
direct and indirect cost of CAD in the US in 2010 is $177.1 billion,False,False,False,False,False,False
"(American Heart Association, 2010). In the United Kingdom, CAD",False,False,False,False,False,False
"caused more than 120,000 deaths in 2001 (British Heart Founda-",False,False,False,False,False,False
"tion, 2003). Worldwide, coronary artery disease is becoming pan-",False,False,False,False,False,False
demic as developing countries experience the epidemiological,False,False,False,False,False,False
"transition from famine to degenerative disease. Moreover, CAD",False,False,False,False,False,False
tends to affect the younger population and thus could negatively,False,False,False,False,False,False
