Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
ABSTRACT,True,False,False,True,False,False
In this paper we address the issue of learning to rank for document,False,False,False,False,False,False
"retrieval. In the task, a model is automatically created with some",False,False,False,False,False,False
training data and then is utilized for ranking of documents. The,False,False,False,False,False,False
goodness of a model is usually evaluated with performance mea-,False,False,False,False,False,False
sures such as MAP (Mean Average Precision) and NDCG (Nor-,False,False,False,False,False,False
malized Discounted Cumulative Gain). Ideally a learning algo-,False,False,False,False,False,False
rithm would train a ranking model that could directly optimize the,False,False,False,False,False,False
performance measures with respect to the training data. Existing,False,False,False,False,False,False
"methods, however, are only able to train ranking models by mini-",False,False,False,False,False,False
mizing loss functions loosely related to the performance measures.,False,False,False,False,False,False
"For example, Ranking SVM and RankBoost train ranking mod-",False,False,False,False,False,False
els by minimizing classiﬁcation errors on instance pairs. To deal,False,False,False,False,False,False
"with the problem, we propose a novel learning algorithm within",False,False,False,False,False,False
"the framework of boosting, which can minimize a loss function",False,False,False,False,False,False
"directly deﬁned on the performance measures. Our algorithm, re-",False,False,False,False,False,False
"ferred to as AdaRank, repeatedly constructs ‘weak rankers’ on the",False,False,False,False,False,False
basis of re-weighted training data and ﬁnally linearly combines the,False,False,False,False,False,False
weak rankers for making ranking predictions. We prove that the,False,False,False,False,False,False
training process of AdaRank is exactly that of enhancing the per-,False,False,False,False,False,False
formance measure used. Experimental results on four benchmark,False,False,False,False,False,False
datasets show that AdaRank signiﬁcantly outperforms the baseline,False,False,False,False,False,False
"methods of BM25, Ranking SVM, and RankBoost.",False,False,False,False,False,False
Categories and Subject Descriptors,False,False,False,False,False,False
H.3.3 [Information Search and Retrieval]: Retrieval models,False,False,False,False,False,False
General Terms,False,False,False,False,False,False
"Algorithms, Experimentation, Theory",False,False,False,False,False,False
Keywords,False,False,False,False,False,False
"Information retrieval, Learning to rank, Boosting",False,False,False,False,False,False
1. INTRODUCTION,True,False,True,True,False,False
Recently ‘learning to rank’ has gained increasing attention in,False,False,False,False,False,False
both the ﬁelds of information retrieval and machine learning. When,False,False,False,False,False,False
Permission to make digital or hard copies of all or part of this work for,False,False,False,False,False,False
personal or classroom use is granted without fee provided that copies are,False,False,False,False,False,False
not made or distributed for proﬁt or commercial advantage and that copies,False,False,False,False,False,False
"bear this notice and the full citation on the ﬁrst page. To copy otherwise, to",False,False,False,False,False,False
"republish, to post on servers or to redistribute to lists, requires prior speciﬁc",False,False,False,False,False,False
permission and/or a fee.,False,False,False,False,False,False
"SIGIR’07, July 23–27, 2007, Amsterdam, The Netherlands.",False,False,False,False,False,False
Copyright 2007 ACM 978-1-59593-597-7/07/0007 ...$5.00.,False,False,False,False,False,False
"applied to document retrieval, learning to rank becomes a task as",False,False,False,False,False,False
"follows. In training, a ranking model is constructed with data con-",False,False,False,False,False,False
"sisting of queries, their corresponding retrieved documents, and rel-",False,False,False,False,False,False
"evance levels given by humans. In ranking, given a new query, the",False,False,False,False,False,False
corresponding retrieved documents are sorted by using the trained,False,False,False,False,False,False
"ranking model. In document retrieval, usually ranking results are",False,False,False,False,False,False
evaluated in terms of performance measures such as MAP (Mean,False,False,False,False,False,False
Average Precision) [1] and NDCG (Normalized Discounted Cumu-,False,False,False,False,False,False
"lative Gain) [15]. Ideally, the ranking function is created so that the",False,False,False,False,False,False
accuracy of ranking in terms of one of the measures with respect to,False,False,False,False,False,False
the training data is maximized.,False,False,False,False,False,False
Several methods for learning to rank have been developed and,False,False,False,False,False,False
"applied to document retrieval. For example, Herbrich et al. [13]",False,False,False,False,False,False
propose a learning algorithm for ranking on the basis of Support,False,False,False,False,False,False
"Vector Machines, called Ranking SVM. Freund et al. [8] take a",False,False,False,False,False,False
"similar approach and perform the learning by using boosting, re-",False,False,False,False,False,False
ferred to as RankBoost. All the existing methods used for docu-,False,False,False,False,False,False
"ment retrieval [2, 3, 8, 13, 16, 20] are designed to optimize loss",False,False,False,False,False,False
"functions loosely related to the IR performance measures, not loss",False,False,False,False,False,False
"functions directly based on the measures. For example, Ranking",False,False,False,False,False,False
SVM and RankBoost train ranking models by minimizing classiﬁ-,False,False,False,False,False,False
cation errors on instance pairs.,False,False,False,False,False,False
"In this paper, we aim to develop a new learning algorithm that",False,False,False,False,False,False
can directly optimize any performance measure used in document,False,False,False,False,False,False
"retrieval. Inspired by the work of AdaBoost for classiﬁcation [9],",False,False,False,False,False,False
we propose to develop a boosting algorithm for information re-,False,False,False,False,False,False
"trieval, referred to as AdaRank. AdaRank utilizes a linear com-",False,False,False,False,False,False
"bination of ‘weak rankers’ as its model. In learning, it repeats the",False,False,False,False,False,False
"process of re-weighting the training sample, creating a weak ranker,",False,False,False,False,False,False
and calculating a weight for the ranker.,False,False,False,False,False,False
We show that AdaRank algorithm can iteratively optimize an ex-,False,False,False,False,False,False
ponential loss function based on any of IR performance measures.,False,False,False,False,False,False
"A lower bound of the performance on training data is given, which",False,False,False,False,False,False
indicates that the ranking accuracy in terms of the performance,False,False,False,False,False,False
measure can be continuously improved during the training process.,False,False,False,False,False,False
"AdaRank oﬀers several advantages: ease in implementation, the-",False,False,False,False,False,False
"oretical soundness, eﬃciency in training, and high accuracy in ranking.",False,False,False,False,False,False
Experimental results indicate that AdaRank can outperform the base-,False,False,False,False,False,False
"line methods of BM25, Ranking SVM, and RankBoost, on four",False,False,False,False,False,False
"benchmark datasets including OHSUMED, WSJ, AP, and .Gov.",False,False,False,False,False,False
Tuning ranking models using certain training data and a perfor-,False,False,False,False,False,False
mance measure is a common practice in IR [1]. As the number of,False,False,False,False,False,False
features in the ranking model gets larger and the amount of train-,False,False,False,False,False,False
