Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
a,False,False,False,False,False,False
"Biointelligence Laboratory, School of Computer Science and Engineering, Seoul National University, Seoul 151-744, Republic of Korea",False,False,False,False,False,False
b,False,False,False,False,False,False
"GenoProt Co. Ltd., 2FL Saeseoul Bldg., 94-1, Guro 6-dong, Guro-gu, Seoul 152-841, Republic of Korea",False,False,False,False,False,False
Abstract,False,False,False,True,False,False
"Conventional clinical decision support systems are generally based on a single classiﬁer or a simple combination of these models,",False,False,False,False,False,False
"showing moderate performance. In this paper, we propose a classiﬁer ensemble-based method for supporting the diagnosis of cardiovas-",False,False,False,False,False,False
cular disease (CVD) based on aptamer chips. This AptaCDSS-E system overcomes conventional performance limitations by utilizing,False,False,False,False,False,False
ensembles of diﬀerent classiﬁers. Recent surveys show that CVD is one of the leading causes of death and that signiﬁcant life savings,False,False,False,False,False,False
"can be achieved if precise diagnosis can be made. For CVD diagnosis, our system combines a set of four diﬀerent classiﬁers with ensem-",False,False,False,False,False,False
bles. Support vector machines and neural networks are adopted as base classiﬁers. Decision trees and Bayesian networks are also,False,False,False,False,False,False
adopted to augment the system. Four aptamer-based biochip data sets including CVD data containing 66 samples were used to train,False,False,False,False,False,False
and test the system. Three other supplementary data sets are used to alleviate data insuﬃciency. We investigated the eﬀectiveness of,False,False,False,False,False,False
the ensemble-based system with several diﬀerent aggregation approaches by comparing the results with single classiﬁer-based models.,False,False,False,False,False,False
The prediction performance of the AptaCDSS-E system was assessed with a cross-validation test. The experimental results show that,False,False,False,False,False,False
"our system achieves high diagnosis accuracy (>94%) and comparably small prediction diﬀerence intervals (<6%), proving its usefulness",False,False,False,False,False,False
"in the clinical decision process of disease diagnosis. Additionally, 10 possible biomarkers are found for further investigation.",False,False,False,False,False,False
 2007 Elsevier Ltd. All rights reserved.,False,False,False,False,False,False
Keywords: Clinical decision support system (CDSS); Cardiovascular disease; Classiﬁer ensemble; Support vector machines; Neural networks; Decision,False,False,False,False,False,False
trees; Bayesian networks; Machine learning,False,False,False,False,False,False
1. Introduction,False,False,True,True,False,False
1.1. Background and motivation,False,False,False,False,False,False
"Recent surveys show that cardiovascular disease (CVD),",False,False,False,False,False,False
"which includes heart disease and stroke, is one of the lead-",False,False,False,False,False,False
ing causes of death regardless of sex in the United States,False,False,False,False,False,False
"and all over the world (CDC’s Report 1 ). From the report,",False,False,False,False,False,False
CVD accounts for nearly 40% of all deaths in the US annu-,False,False,False,False,False,False
ally. While these largely preventable diseases are more pre-,False,False,False,False,False,False
"valent among people aged more than 65, the number of",False,False,False,False,False,False
sudden deaths from heart disease among people aged 15–,False,False,False,False,False,False
34 has also increased substantially (CDC’s Report 2).,False,False,False,False,False,False
"Therefore, signiﬁcant life savings can be achieved if a pre-",False,False,False,False,False,False
cise diagnosis can be made to CVD patients. Correct diag-,False,False,False,False,False,False
"nosis, however, is not easy to make and is often delayed",False,False,False,False,False,False
due to the many factors complicating disease diagnosis.,False,False,False,False,False,False
"For example, clinical symptoms, functional, and patho-",False,False,False,False,False,False
logic manifestations of heart disease are often associated,False,False,False,False,False,False
"with many other human organs besides the heart itself,",False,False,False,False,False,False
and often heart disease may show diverse syndromes. Fur-,False,False,False,False,False,False
"thermore, diﬀerent types of heart disease can have similar",False,False,False,False,False,False
"symptoms, further complicating diagnosis (Yan, Jiang,",False,False,False,False,False,False
"Zheng, Peng, & Li, 2006).",False,False,False,False,False,False
To reduce the time of intensive diagnosis and to improve,False,False,False,False,False,False
"diagnosis accuracy, the development of reliable and power-",False,False,False,False,False,False
ful clinical decision support systems (CDSSs) that support,False,False,False,False,False,False
the aforementioned increasingly complicated diagnosis,False,False,False,False,False,False
decision processes in the medical diagnosis is crucial (Yan,False,False,False,False,False,False
0957-4174/$ - see front matter  2007 Elsevier Ltd. All rights reserved.,False,False,False,False,False,False
doi:10.1016/j.eswa.2007.04.015,False,False,False,False,False,False
*,False,False,False,False,False,False
Corresponding author. Tel.: +82 2 880 1847; fax: +82 2 875 2240.,False,False,False,False,False,False
E-mail address: btzhang@bi.snu.ac.kr (B.-T. Zhang).,False,False,False,False,False,False
www.elsevier.com/locate/eswa,False,False,False,False,False,False
Expert Systems with Applications 34 (2008) 2465–2479,False,False,False,False,False,False
Expert Systems,False,False,False,False,False,False
with Applications,False,False,False,False,False,False
"et al., 2006). Recently, many medical institutions are",False,False,False,False,False,False
increasingly adopting tools that oﬀer decision support to,False,False,False,False,False,False
improve patient outcomes and reduce clinical diagnosis,False,False,False,False,False,False
errors and costs.,False,False,False,False,False,False
1.2. Related work,False,False,False,False,False,False
"In the last two decades, the use of artiﬁcial intelligence",False,False,False,False,False,False
tools has become widely accepted in medical applications,False,False,False,False,False,False
"to support patient diagnosis more eﬀectively. Especially,",False,False,False,False,False,False
the application of various machine learning approaches,False,False,False,False,False,False
