Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
"Manuscript received September 2, 2015; revised December 8, 2015. ",False,False,False,False,False,False
The  authors  are  with  the  Department  of  Computer  Science  and  the ,False,False,False,False,False,False
"Department of Electronics and Electrical Engineering, University of Zambia, ",False,False,False,False,False,False
"Lusaka, Zambia (e-mail: glyoko@gmail.com). ",False,False,False,False,False,False
A.  Background Information ,False,False,False,False,False,False
Integrating Biometrics into Police Information ,False,False,False,False,False,False
Management System: A Case of Zambia Police ,False,False,False,False,False,False
"G. Lyoko, J. Phiri, and A. Phiri  ",False,False,False,False,False,False
International ,False,False,False,False,False,False
International ,False,False,False,False,False,False
"Journal of Future Computer and Communication, Vol. 5, No. 1, February 2016",False,False,False,False,False,False
1,False,False,False,False,False,False
doi: 10.18178/ijfcc.2016.5.1.433,False,False,False,False,False,False
