Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
DataMining Clustering Techniques in the Prediction of ,False,False,False,False,False,False
Heart Disease using Attribute Selection Method ,False,False,False,False,False,False
"Atul Kumar Pandey*, Prabhat Pandey**, K.L. Jaiswal***, Ashish Kumar Sen**** ",False,False,False,False,False,False
 ,False,False,False,False,False,False
ABSTRACT—Heart  disease  is  the  leading ,False,False,False,False,False,False
cause of death in the world over the past 10 ,False,False,False,False,False,False
years.  In  this  paper  proposes  the ,False,False,False,False,False,False
performance  of  clustering  algorithm  using ,False,False,False,False,False,False
heart  disease  data.  We  are  evaluating  the ,False,False,False,False,False,False
"performance of clustering algorithms of EM, ",False,False,False,False,False,False
"Cobweb, Farthest First, Make Density Based ",False,False,False,False,False,False
"Clusters,  Simple  K-Means  algorithms.  The ",False,False,False,False,False,False
performance  of  clusters  will  be  calculated ,False,False,False,False,False,False
using  the  mode  of  classes  to  clusters ,False,False,False,False,False,False
evaluation. The  selected  attributes  after  the ,False,False,False,False,False,False
Common Features Subset Evaluator (CFs) ,False,False,False,False,False,False
"and Best-First Search (BFs) are cp, restecg, ",False,False,False,False,False,False
"thalach, exang, oldpeak, ca, thal, and num. ",False,False,False,False,False,False
"In  the  final  result,  Make  Density  Based ",False,False,False,False,False,False
Clusters  shows  the  high  performance ,False,False,False,False,False,False
algorithms  for  heart  disease  data  after ,False,False,False,False,False,False
applying the Attribute selection Method and ,False,False,False,False,False,False
their Prediction Accuracy is 85.80%. ,False,False,False,False,False,False
"KEYWORDS:  -  EM,  Make  Density-Based ",False,False,False,False,False,False
"Clusters,  Farthest  First,  K-Mean,  and ",False,False,False,False,False,False
Attribute Selection. ,False,False,False,False,False,False
 1. INTRODUCTION  ,True,False,False,True,False,False
In health care the data mining is ,False,False,False,False,False,False
more  popular  and  essential  for  all  the ,False,False,False,False,False,False
healthcare applications [22]. It contains ,False,False,False,False,False,False
"the many data, but these data have not ",False,False,False,False,False,False
been  used  for  some  useful  purpose. ,False,False,False,False,False,False
This  data  will  be  converted  in  to  the ,False,False,False,False,False,False
some  useful  purpose  by  using  data ,False,False,False,False,False,False
mining  techniques.  Data  mining  in ,False,False,False,False,False,False
healthcare  is  an  emerging  field  of  high ,False,False,False,False,False,False
importance  for  providing  prognosis  and ,False,False,False,False,False,False
a deeper understanding of medical data. ,False,False,False,False,False,False
Healthcare  data  mining  attempts  to ,False,False,False,False,False,False
solve  real world  health  problems  in  the ,False,False,False,False,False,False
diagnosis and treatment of diseases [1]. ,False,False,False,False,False,False
Researchers  are  using  data  mining ,False,False,False,False,False,False
techniques  in  the  medical  diagnosis  of ,False,False,False,False,False,False
"several  diseases  such  as  diabetes  [2], ",False,False,False,False,False,False
"stroke [3], cancer [4], and heart disease ",False,False,False,False,False,False
[5].  ,False,False,False,False,False,False
 ,False,False,False,False,False,False
Mr. Atul Kumar Pandey Assistant Professor of ,False,False,False,False,False,False
"Computer  Science,  Department  of  Physics,  Govt. ",False,False,False,False,False,False
"PG  Science  College,  Rewa(M.P.)-India,  Mobile  No-",False,False,False,False,False,False
"09424944538,  ",False,False,False,False,False,False
"Dr.  Prabhat  Pandey  OSD,  Additional ",False,False,False,False,False,False
"Directorate,  Higher  Education,  Division  Rewa ",False,False,False,False,False,False
"(M.P.)-India, Mobile No-09425183334.,  ",False,False,False,False,False,False
 ,False,False,False,False,False,False
Heart disease is a general name for a ,False,False,False,False,False,False
"wide  variety  of  diseases,  disorders  and ",False,False,False,False,False,False
conditions  that  affect  the  heart  and ,False,False,False,False,False,False
sometimes  the  blood  vessels  as  well ,False,False,False,False,False,False
[23].  Heart  disease  is  the  number  one ,False,False,False,False,False,False
killer of women  and  men. Symptoms of ,False,False,False,False,False,False
heart  disease  vary  depending  on  the ,False,False,False,False,False,False
specific  type of  heart  disease.  A  classic ,False,False,False,False,False,False
symptom of heart disease is chest pain. ,False,False,False,False,False,False
"However,  with  some  forms  of  heart ",False,False,False,False,False,False
"disease,  such  as  atherosclerosis,  there ",False,False,False,False,False,False
may  be  no  symptoms  in  some  people ,False,False,False,False,False,False
until  life-threatening  complications ,False,False,False,False,False,False
develop. Any of a number of conditions ,False,False,False,False,False,False
that  can  be  affects  the  heart.  The  data ,False,False,False,False,False,False
mining  is  the  process  of  finding  the ,False,False,False,False,False,False
hidden knowledge from the data base or ,False,False,False,False,False,False
any  other  information  repositories.  The ,False,False,False,False,False,False
main  purpose  of  the  health  care ,False,False,False,False,False,False
industry  is  to  improving  the  quality  of ,False,False,False,False,False,False
healthcare data by reducing the missing ,False,False,False,False,False,False
values  and  removing  the  noise  in  the ,False,False,False,False,False,False
data  base.  Several  data  mining ,False,False,False,False,False,False
techniques are used in the diagnosis of ,False,False,False,False,False,False
"heart  disease  such  as  naïve  bayes, ",False,False,False,False,False,False
"decision  tree,  and  neural  network, ",False,False,False,False,False,False
"kernel  density,  bagging  algorithm,  k-",False,False,False,False,False,False
mean  clustering  and  support  vector ,False,False,False,False,False,False
machine  showing  different  levels  of ,False,False,False,False,False,False
accuracies [5-11] ,False,False,False,False,False,False
K-means clustering is one of the ,False,False,False,False,False,False
most  popular  and well  know  clustering ,False,False,False,False,False,False
techniques.  Its  simplicity  and  reliable ,False,False,False,False,False,False
behavior  made  it  popular  in  many ,False,False,False,False,False,False
"applications  [12,  18].  Several ",False,False,False,False,False,False
"researchers  have  identified  that  age, ",False,False,False,False,False,False
blood  pressure  and  cholesterol  are ,False,False,False,False,False,False
critical  risk  factors  associated  with ,False,False,False,False,False,False
"heart disease [14, 16-17]. ",False,False,False,False,False,False
 ,False,False,False,False,False,False
Dr.  K.L.  Jaiswal  Assistant  Professor  and  In ,False,False,False,False,False,False
"charge  of  BCA,  DCA  &  PGDCA,  Department  of ",False,False,False,False,False,False
"Physics,  Govt.  PG  Science  College,  Rewa(M.P.)-",False,False,False,False,False,False
"India-486001, Mobile No-09424746167.,  ",False,False,False,False,False,False
"Mr.  Ashish  Kumar  Sen  Assistant  Professor, ",False,False,False,False,False,False
Department  of  Mathematics  and  Computer ,False,False,False,False,False,False
"Science,  Govt.  PG  Science  College,  Rewa(M.P.)-",False,False,False,False,False,False
"India, Mobile No-09893658054,  ",False,False,False,False,False,False
 ,False,False,False,False,False,False
In identifying the attributes that will be ,False,False,False,False,False,False
"used  in  the  clustering,  these  attributes ",False,False,False,False,False,False
are  obvious  clustering  attributes  for ,False,False,False,False,False,False
heart disease patients. ,False,False,False,False,False,False
2. BACKGROUND  ,True,False,True,True,False,False
Researchers  have  been ,False,False,False,False,False,False
investigating  the  use  of  statistical ,False,False,False,False,False,False
analysis and data mining techniques to ,False,False,False,False,False,False
help  healthcare  professionals  in  the ,False,False,False,False,False,False
diagnosis  of  heart  disease.  Statistical ,False,False,False,False,False,False
analysis  has  identified  the  risk  factors ,False,False,False,False,False,False
"associated with heart disease to be age, ",False,False,False,False,False,False
"blood  pressure,  smoking  [13], ",False,False,False,False,False,False
"cholesterol  [15],  diabetes  [16],  and ",False,False,False,False,False,False
"hypertension,  family  history  of  heart ",False,False,False,False,False,False
"disease  [17],  obesity,  and  lack  of ",False,False,False,False,False,False
physical  activity  [18].  Knowledge  of  the ,False,False,False,False,False,False
risk  factors  associated  with  heart ,False,False,False,False,False,False
disease  helps  health  care  professionals ,False,False,False,False,False,False
to  identify  patients  at  high  risk  of ,False,False,False,False,False,False
having heart disease.  ,False,False,False,False,False,False
The  Clustering  is  the  process  of ,False,False,False,False,False,False
grouping  the  similar  data  items  [20].  It ,False,False,False,False,False,False
is  the  unsupervised  learning ,False,False,False,False,False,False
"techniques, in which the class label will ",False,False,False,False,False,False
not  be  provided.  The  Clustering ,False,False,False,False,False,False
"methods  are  Partitioned  clustering, ",False,False,False,False,False,False
"Hierarchical  methods,  Density  based ",False,False,False,False,False,False
"clustering,  Sub  Space  Clustering. ",False,False,False,False,False,False
Hierarchical  algorithms  find  successive ,False,False,False,False,False,False
clusters  using  previously  established ,False,False,False,False,False,False
clusters.  These  algorithms  usually  are ,False,False,False,False,False,False
