Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
Conference Paper · December 2012,False,False,False,False,False,False
DOI: 10.1109/ICDMW.2012.29,True,False,False,True,False,False
CITATIONS,True,False,False,True,False,False
8,False,False,False,False,False,False
READS,True,False,False,True,False,False
76,False,False,False,False,False,False
"5 authors, including:",False,False,False,False,False,False
Some of the authors of this publication are also working on these related projects:,False,False,False,False,False,False
wart treatment methods View project,False,False,False,False,False,False
Roohallah Alizadehsani,False,False,False,False,False,False
Sharif University of Technology,False,False,False,False,False,False
19 PUBLICATIONS98 CITATIONS,True,False,False,True,False,False
SEE PROFILE,True,False,False,True,False,False
Asma Ghandeharioun,False,False,False,False,False,False
Massachusetts Institute of Technology,False,False,False,False,False,False
15 PUBLICATIONS102 CITATIONS,True,False,False,True,False,False
SEE PROFILE,True,False,False,True,False,False
Reihane Boghrati,False,False,False,False,False,False
University of Southern California,False,False,False,False,False,False
16 PUBLICATIONS95 CITATIONS,True,False,False,True,False,False
SEE PROFILE,True,False,False,True,False,False
All content following this page was uploaded by Roohallah Alizadehsani on 08 September 2014.,False,False,False,False,False,False
The user has requested enhancement of the downloaded ﬁle.,False,False,False,False,False,False
Diagnosis of Coronary Artery Disease Using Cost-Sensitive Algorithms ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
Roohallah Alizadehsani ,False,False,False,False,False,False
Roohallah Alizadehsani ,False,False,False,False,False,False
Department of Computer ,False,False,False,False,False,False
Department of Computer ,False,False,False,False,False,False
"Engineering, Sharif University of ",False,False,False,False,False,False
"Engineering, Sharif University of ",False,False,False,False,False,False
Technology e-mail: Alizadeh_roohallah@yahoo.com,False,False,False,False,False,False
Technology ,False,False,False,False,False,False
e-mail: ,False,False,False,False,False,False
Alizadeh_roohallah@yahoo.com,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
Mohammad Javad Hosseini  ,False,False,False,False,False,False
Mohammad Javad Hosseini  ,False,False,False,False,False,False
Department of Computer Engineer,False,False,False,False,False,False
Department of Computer ,False,False,False,False,False,False
Engineer,False,False,False,False,False,False
"ing, Sharif University of ",False,False,False,False,False,False
"ing, Sharif University of ",False,False,False,False,False,False
Technology e-mail: mjhosseini@ce.sharif.edu ,False,False,False,False,False,False
Technology ,False,False,False,False,False,False
e-mail: ,False,False,False,False,False,False
mjhosseini@ce.sharif.edu,False,False,False,False,False,False
 ,False,False,False,False,False,False
Corresponding author: ,False,False,False,False,False,False
Corresponding author: ,False,False,False,False,False,False
Zahra Alizadeh Sani  ,False,False,False,False,False,False
Zahra Alizadeh Sani ,False,False,False,False,False,False
 ,False,False,False,False,False,False
Tehran University of Medical ,False,False,False,False,False,False
Tehran University of Medical ,False,False,False,False,False,False
Science e-mail: d_zahra_alizadeh@yahoo.com,False,False,False,False,False,False
Science ,False,False,False,False,False,False
e-mail: ,False,False,False,False,False,False
d_zahra_alizadeh@yahoo.com,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
Asma Ghandeharioun Department of Computer ,False,False,False,False,False,False
Asma Ghandeharioun ,False,False,False,False,False,False
Department of Computer ,False,False,False,False,False,False
"Engineering, Sharif ",False,False,False,False,False,False
University of Technology,False,False,False,False,False,False
 ,False,False,False,False,False,False
