Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
Accuracy Performance Analysis ,False,False,False,False,False,False
of ,False,False,False,False,False,False
Multimodal Biometrics ,False,False,False,False,False,False
S. ,True,False,False,True,False,False
K. ,True,False,False,True,False,False
Dahel ,False,False,False,False,False,False
and ,False,False,False,False,False,False
Q. ,True,False,False,True,False,False
Xiao ,False,False,False,False,False,False
Abstract-Since  biometrics may used to ensure that a per- ,False,False,False,True,False,False
son  accessing  information  is  authorized  to do ,False,False,False,False,False,False
"so, ",False,False,False,False,False,False
interest ,False,False,False,False,False,False
in  biometrics ,False,False,False,False,False,False
for ,False,False,False,False,False,False
information  assurance  has  increased  re- ,False,False,False,False,False,False
cently.  New biometric applications are constantly being an- ,False,False,False,False,False,False
nounced  while  at the same  time  new  spoofing  technology ,False,False,False,False,False,False
is being  developed to defeat  them.  One approach to over- ,False,False,False,False,False,False
coming  the  problem  of  spoofing  is  the  use ,False,False,False,False,False,False
multimodal ,False,False,False,False,False,False
biometric fusion.  Most  current research is focused on over- ,False,False,False,False,False,False
coming the deficiencies ,False,False,False,False,False,False
of ,False,False,False,False,False,False
a single biometric  trait ,False,False,False,False,False,False
or ,False,False,False,False,False,False
reduc- ,False,False,False,False,False,False
"ing  the false  acceptance  rate,  both without  any emphasis ",False,False,False,False,False,False
on the  false  rejection  rate.  Multimodal  biometric  fusion ,False,False,False,False,False,False
combines  measurements  from  different biometric  traits to ,False,False,False,False,False,False
enhance  the strengths and  diminish the weaknesses  of the ,False,False,False,False,False,False
individual measurements. ,False,False,False,False,False,False
This paper investigates two types ,False,False,False,False,False,False
of ,False,False,False,False,False,False
errors associated with ,False,False,False,False,False,False
biometrics.  The accuracy  is  analyzed for  multimodal bio- ,False,False,False,False,False,False
metric  systems utilizing  two  commonly  used  fusion  rules. ,False,False,False,False,False,False
The purpose of this study is to provide a theoretical evalua- ,False,False,False,False,False,False
tion for the false acceptance and the false rejection  rates to ,False,False,False,False,False,False
improve the accuracy as well as the convenience of biometric ,False,False,False,False,False,False
applications. ,False,False,False,False,False,False
INTRODUCTION ,True,False,False,True,False,False
Information  assurance  addresses  issues  related  to au- ,False,False,False,False,False,False
"thentication, availability, confidentiality, integrity and non- ",False,False,False,False,False,False
"repudiation in information systems.  Consequently, there is ",False,False,False,False,False,False
a ,False,False,False,False,False,False
need to assure that only authenticated users have access ,False,False,False,False,False,False
to the system.  Interest in biometrics for information assur- ,False,False,False,False,False,False
"ance has never been greater than it is today.  Increasingly, ",False,False,False,False,False,False
both the public and private sectors are choosing biometrics ,False,False,False,False,False,False
"to secure their physical facilities, electronic data, and com- ",False,False,False,False,False,False
puter  networks.  Biometric  technology  is being  used  in ,False,False,False,False,False,False
a ,False,False,False,False,False,False
"varied array of  applications including access control, foren- ",False,False,False,False,False,False
"sic investigation,  identity verification, information  protec- ",False,False,False,False,False,False
"tion, and security monitoring. ",False,False,False,False,False,False
Biometric  solutions  identify  or  verify  an  individual’s ,False,False,False,False,False,False
identity by  measuring  either physiological or  behavioural ,False,False,False,False,False,False
characteristics.  Common physiological biometric measure- ,False,False,False,False,False,False
"ments include fingerprints, hand geometry, and retina, iris, ",False,False,False,False,False,False
"and facial images, while common behavioral biometric mea- ",False,False,False,False,False,False
"surements include signatures, voice recordings  (which also ",False,False,False,False,False,False
"has a  physiological  component), and  keystroke  rhythms. ",False,False,False,False,False,False
Any  one ,False,False,False,False,False,False
these  biometric  measurements  can  positively ,False,False,False,False,False,False
identify ,False,False,False,False,False,False
person  from  among hundreds  of  others.  How- ,False,False,False,False,False,False
"ever, biomet,ric measurements are inherently varied because ",False,False,False,False,False,False
the existence ,False,False,False,False,False,False
"background noise, signal distortion, bio- ",False,False,False,False,False,False
"metric feature changes,  and environment variations. ",False,False,False,False,False,False
For ,False,False,False,False,False,False
"instance, facial biometrics can vary with changes in facial ",False,False,False,False,False,False
"expressions  and ambient  light,  and fingerprint  biometrics ",False,False,False,False,False,False
can  vary  with press  pressure  and moisture. ,False,False,False,False,False,False
a ,False,False,False,False,False,False
"result, ",False,False,False,False,False,False
recognition  based  on  a single biometric  trait  may not  be ,False,False,False,False,False,False
sufficiently robust and it has a limited ability to overcome ,False,False,False,False,False,False
spoofing. Many researchers have proposed multimodal bio- ,False,False,False,False,False,False
metric fusion ,False,False,False,False,False,False
a solution to this problem ,False,False,False,False,False,False
Multi- ,False,False,False,False,False,False
ple samples are taken from multiple biometric traits using ,False,False,False,False,False,False
multiple sensor technologies and are combined using fusion ,False,False,False,False,False,False
technology to obtain a more reliable and accurate result. ,False,False,False,False,False,False
Biometric systems are designed to make binary decisions- ,False,False,False,False,False,False
accepting  the authorized  personnel  and rejecting the im- ,False,False,False,False,False,False
postors.  Two types of  errors accompany biometric systems: ,False,False,False,False,False,False
false acceptance ,False,False,False,False,False,False
(FA) ,True,False,False,True,False,False
"errors, letting the impostor in, and ",False,False,False,False,False,False
false rejection ,False,False,False,False,False,False
"errors, keeping the authorized person- ",False,False,False,False,False,False
"nel out.  In this paper, we  evaluate and compare the false ",False,False,False,False,False,False
