Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
*,False,False,False,False,False,False
a,False,False,False,False,False,False
"Department of Information Management, National Kaohsiung First University of Science and Technology, 2, Juoyue Rd., Nantz District,",False,False,False,False,False,False
"Kaohsiung 811, Taiwan, ROC",False,False,False,False,False,False
b,False,False,False,False,False,False
"Department of Information Management, Huafan University, 1, Huafan Rd., Shihtin Hsiang,",False,False,False,False,False,False
"Taipei Hsien 223, Taiwan, ROC",False,False,False,False,False,False
Abstract,False,False,False,True,False,False
"Support Vector Machines, one of the new techniques for pattern classiﬁcation, have been widely used in many application areas. The kernel",False,False,False,False,False,False
parameters setting for SVM in a training process impacts on the classiﬁcation accuracy. Feature selection is another factor that impacts,False,False,False,False,False,False
classiﬁcation accuracy. The objective of this research is to simultaneously optimize the parameters and feature subset without degrading the SVM,False,False,False,False,False,False
classiﬁcation accuracy. We present a genetic algorithm approach for feature selection and parameters optimization to solve this kind of problem.,False,False,False,False,False,False
"We tried several real-world datasets using the proposed GA-based approach and the Grid algorithm, a traditional method of performing",False,False,False,False,False,False
"parameters searching. Compared with the Grid algorithm, our proposed GA-based approach signiﬁcantly improves the classiﬁcation accuracy and",False,False,False,False,False,False
has fewer input features for support vector machines.,False,False,False,False,False,False
q 2005 Elsevier Ltd. All rights reserved.,False,False,False,False,False,False
Keywords: Support vector machines; Classiﬁcation; Feature selection; Genetic algorithm; Data mining,False,False,False,False,False,False
1. Introduction,False,False,True,True,False,False
Support vector machines (SVM) were ﬁrst suggested by,False,False,False,False,False,False
Vapnik (1995) and have recently been used in a range of,False,False,False,False,False,False
"problems including pattern recognition (Pontil and Verri,",False,False,False,False,False,False
"1998), bioinfo rmatics (Yu, Ostrouchov, Geist, & Samatova,",False,False,False,False,False,False
"1999), and text categorization (Joachims, 1998). SVM",False,False,False,False,False,False
classiﬁes data with different class labels by determining a set,False,False,False,False,False,False
of support vectors that are members of the set of training inputs,False,False,False,False,False,False
that outline a hyperplane in the feature space. SVM provides a,False,False,False,False,False,False
generic mechanism that ﬁts the hyperplane surface to the,False,False,False,False,False,False
training data using a kernel function. The user may select a,False,False,False,False,False,False
"kernel function (e.g. linear, polynomial, or sigmoid) for the",False,False,False,False,False,False
SVM during the training process that selects support vectors,False,False,False,False,False,False
along the surface of this function.,False,False,False,False,False,False
"When using SVM, two problems are confronted: how to",False,False,False,False,False,False
"choose the optimal input feature subset for SVM , and how to set",False,False,False,False,False,False
"the best kernel parameters. These two problems are crucial,",False,False,False,False,False,False
because the feature subset choice inﬂuences the appropriate,False,False,False,False,False,False
kernel parameters and vice versa (Fro,False,False,False,False,False,False
¨,False,False,False,False,False,False
"hlich and Cha pelle, 2003).",False,False,False,False,False,False
