Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
Ensemble of Classiﬁers based on Multiobjective,False,False,False,False,False,False
Genetic Sampling for Imbalanced Data,False,False,False,False,False,False
"Everlandio R. Q. Fernandes, Andre C. P. L. F. de Carvalho, and Xin Yao",False,False,False,False,False,False
Abstract—Imbalanced datasets may negatively impact the predictive performance of most classical classiﬁcation algorithms. This,False,False,False,True,False,False
"problem, commonly found in real-world, is known in machine learning domain as imbalanced learning. Most techniques proposed to",False,False,False,False,False,False
"deal with imbalanced learning have been proposed and applied only to binary classiﬁcation. When applied to multiclass tasks, their",False,False,False,False,False,False
efﬁciency usually decreases and negative side effects may appear. This paper addresses these limitations by presenting a novel,False,False,False,False,False,False
"adaptive approach, E-MOSAIC (Ensemble of Classiﬁers based on MultiObjective Genetic Sampling for Imbalanced Classiﬁcation).",False,False,False,False,False,False
"E-MOSAIC evolves a selection of samples extracted from training dataset, which are treated as individuals of a MOEA. The",False,False,False,False,False,False
multiobjective process looks for the best combinations of instances capable of producing classiﬁers with high predictive accuracy in all,False,False,False,False,False,False
"classes. E-MOSAIC also incorporates two mechanisms to promote the diversity of these classiﬁers, which are combined into an",False,False,False,False,False,False
ensemble speciﬁcally designed for imbalanced learning. Experiments using twenty imbalanced multi-class datasets were carried out.,False,False,False,False,False,False
"In these experiments, the predictive performance of E-MOSAIC is compared with state-of-the-art methods, including methods based",False,False,False,False,False,False
"on presampling, active-learning, cost-sensitive, and boosting. According to the experimental results, the proposed method obtained the",False,False,False,False,False,False
best predictive performance for the multiclass accuracy measures mAUC and G-mean.,False,False,False,False,False,False
"Index Terms—Imbalanced datasets, ensemble of classiﬁers, evolutionary algorithm",False,False,False,False,False,False
F,True,False,False,True,False,False
1 INTRODUCTION,True,False,False,True,False,False
A,True,False,False,True,False,False
Large number of real classiﬁcation datasets present,False,False,False,False,False,False
"imbalanced class distribution, i.e., there are many more",False,False,False,False,False,False
examples of some classes (majority classes) than others,False,False,False,False,False,False
(minority classes). This imbalanced distribution occurs nat-,False,False,False,False,False,False
urally in data from applications such as network intrusion,False,False,False,False,False,False
"detection, ﬁnancial engineering, and medical diagnostics [1].",False,False,False,False,False,False
"In such cases, imbalanced datasets can make many classi-",False,False,False,False,False,False
"cal classiﬁcation algorithms less effective, especially when",False,False,False,False,False,False
predicting minority class examples. This is because most of,False,False,False,False,False,False
the classical classiﬁcation algorithms are designed to induce,False,False,False,False,False,False
models that are able to generalize from the training data,False,False,False,False,False,False
