Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
1,False,False,False,False,False,False
1,False,False,False,False,False,False
2,False,False,False,False,False,False
1,False,False,False,False,False,False
"Ramanujan Computing Centre, Anna University, Chennai, Tamil Nadu 600025, India",False,False,False,False,False,False
2,False,False,False,False,False,False
"DepartmentofInformationScienceandTechnology,AnnaUniversity,Chennai,TamilNadu600025,India",False,False,False,False,False,False
Correspondence should be addressed to Khanna Nehemiah Harichandran; nehemiah@annauniv.edu,False,False,False,False,False,False
Received  October ; Accepted  January ,False,False,False,False,False,False
Academic Editor: Liangjiang Wang,False,False,False,False,False,False
Copyright ©  Kindie Biredagn Nahato et al. is is an open access article distributed under the Creative Commons Attribution,False,False,False,False,False,False
"License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",False,False,False,False,False,False
e availability of clinical datasets and knowledge mining methodologies encourages the researchers to pursue research in,False,False,False,False,False,False
"extracting knowledge from clinical datasets. Dierent data mining techniques have been used for mining rules, and mathematical",False,False,False,False,False,False
models have been developed to assist the clinician in decision making. e objective of this research is to build a classier that,False,False,False,False,False,False
will predict the presence or absence of a disease by learning from the minimal set of attributes that has been extracted from the,False,False,False,False,False,False
clinical dataset. In this work rough set indiscernibility relation method with backpropagation neural network (RS-BPNN) is used.,False,False,False,False,False,False
is work has two stages. e rst stage is handling of missing values to obtain a smooth data set and selection of appropriate,False,False,False,False,False,False
attributes from the clinical dataset by indiscernibility relation method. e second stage is classication using backpropagation,False,False,False,False,False,False
"neural network on the selected reducts of the dataset. e classier has been tested with hepatitis, Wisconsin breast cancer, and",False,False,False,False,False,False
Statlog heart disease datasets obtained from the University of California at Irvine (UCI) machine learning repository. e accuracy,False,False,False,False,False,False
"obtained from the proposed method is .%, .%, and .% for hepatitis, breast cancer, and heart disease, respectively. e",False,False,False,False,False,False
proposed system provides an eective classication model for clinical datasets.,False,False,False,False,False,False
In this information era the advancement of computerized,False,False,False,False,False,False
database system facilitates the enhancement of decision,False,False,False,False,False,False
making and diagnosis in medical science. Analysis of clinical,False,False,False,False,False,False
"datasets by using data mining methodology, techniques, and",False,False,False,False,False,False
tools helps to develop a knowledge based system that can,False,False,False,False,False,False
"assist clinicians in decision making [, ]. Clinical dataset",False,False,False,False,False,False
consists of information about the current condition of the,False,False,False,False,False,False
"patients []. e information includes data of patient prole,",False,False,False,False,False,False
"physical checkup, and laboratory results. Mining knowledge",False,False,False,False,False,False
from clinical dataset refers to the discovery of hidden valuable,False,False,False,False,False,False
"knowledge, to develop clinical expert system [, ].",False,False,False,False,False,False
Knowledge mining methodology applied on the clinical,False,False,False,False,False,False
dataset depends on the type of dataset and the purpose to,False,False,False,False,False,False
attain the desired objective. e major data mining function-,False,False,False,False,False,False
"alities are association rule mining, classication, and clus-",False,False,False,False,False,False
tering []. Association rule discovers interesting relationship,False,False,False,False,False,False
among the attributes. e interestingness of the relation is,False,False,False,False,False,False
"measured using two metrics, namely, support and condence",False,False,False,False,False,False
"[, ]. Classication is applied on a dataset which has a",False,False,False,False,False,False
predened class. Classication process learns from a set of,False,False,False,False,False,False
attributes that include decision attribute to decide the class,False,False,False,False,False,False
label. e learning process is done by a learning algorithm,False,False,False,False,False,False
"applied over a training dataset, whereas the performance of",False,False,False,False,False,False
learning is evaluated using performance measures over the,False,False,False,False,False,False
testing dataset []. Clustering is performed on a dataset to,False,False,False,False,False,False
categorize it into a group by maximizing the similarity and,False,False,False,False,False,False
minimizing the dierence in a group. e learning technique,False,False,False,False,False,False
used in classication is supervised whereas in clustering it is,False,False,False,False,False,False
"unsupervised [, ].",False,False,False,False,False,False
