Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
" Hybrid Prediction Model with missing value Imputationfor medical dataArchana Purwar1 and Sandeep Kumar Singh21,2Department of Computer Science and Information Technology, JIIT Noida, India1archana.purwar@jiit.ac.in2sandeepk.singh@jiit.ac.inAbstract Accurate prediction in the presence of largenumber of missing values in the data set has alwaysbeen a challenging problem. Most of hybrid models toaddress this challenge have either deleted the missinginstances from the data set (popularly known as casedeletion) or have used some default way to fill themissing values. This paper, presents a novel HybridPrediction Model with missing value imputation (HPM-MI) that analyze various imputation techniques usingSimple K-means clustering and apply the best one to adata set. The proposed hybrid model is the first one touse combination of K-means clustering with MultilayerPerceptron. K-means Clustering is also used to validateclass labels of given data (incorrectly classifiedinstances are deleted i.e. pattern extracted from originaldata) before applying classifier. The proposed systemhas significantly improved data quality by use of bestimputation technique after quantitative analysis ofeleven imputation approaches. The efficiency ofproposed model as predictive classification system isinvestigated on three benchmark medical data setsnamely Pima Indians Diabetes, Wisconsin BreastCancer, and Hepatitis from the UCI Repository ofMachine Learning. In addition to accuracy, sensitivity,specificity; kappa statistics and the area under ROC arealso computed. The experimental results show HPM-MIhas produced accuracy, sensitivity, specificity, kappaand ROC as 99.82%, 100%, 99.7%, 0.996 and 1.0respectively for Pima Indian diabetes data set, 99.39%,99.31%, 99.54%, 0.986, and 1.0 respectively for BreastCancer data set and 99.98 %, 100%, 96.55%, 0.978 and0.99 respectively for Hepatitis data set. Results are bestin comparison with existing methods. Further, theperformance of our model is observed as function ofmissing rate and train-test ratio using 2D synthetic dataset and Wisconsin Diagnostics Breast Cancer data sets.Results are promising and therefore the proposed modelwill be very useful in prediction for medical domainespecially when numbers of missing value are large inthe data set.Keyword Missing Value Imputation, MultilayerPerceptron (MLP), K-Means Clustering, Data mining.1. IntroductionResearch in the field of predictive data miningfor medical applications is a significant andmoving area. Generally, a medical practitionercollects his/her knowledge from patient’ssymptoms and confirmed diagnosis. Diagnosis isusually made either by evaluating the current testresults of the patients or by referring to theprevious decisions made on other patients withsame test results. The accuracy of diagnosis ofpatient’s disease like diabetes, breast cancer andothers is greatly relenting on a experts’ experience(Meesad & Yen, 2003). Due to the pace at whichnumbers of patients are increasing, it has becomecumbersome to make diagnostics decisions. On theother side, development of new computationalmethods and tools makes relatively easy to makedecisions from dedicated databases of electronicpatient records. As an example, numerousclassifiers have been developed for diagnosis andscreening of diabetes, cancer and liver disorders(Seera & Lim, 2014). A number of  classificationsystems have been developed in the literature likeRBQ, LVQ C4.5, CART, Bayesian Tree, ANN +FNN, HPM, Sim + F2, real coded GA, and FMM-CART-RF to support diagnosis of diabetes as wellas breast cancer disease (Seera & Lim, 2014).Various hybrid models (Kahramanli & Allahverdi,2008; llango & Ramaraj, 2010; Patil, Joshi, &Toshniwal, 2010) namely hybrid system consistingof artificial neural network and fuzzy neuralnetwork, HPM consisting of K-means clusteringwith J48 and  HPM with F-score consisting offeature selection using F-score, K-means clusteringand SVM are also proposed in the literature.Researchers have developed a largenumber of classification systems to improveaccuracy of predictive classification.  Theproposed model uses K-means clustering as a",False,False,False,True,False,False
" Hybrid Prediction Model with missing value Imputationfor medical dataArchana Purwar1 and Sandeep Kumar Singh21,2Department of Computer Science and Information Technology, JIIT Noida, India1archana.purwar@jiit.ac.in2sandeepk.singh@jiit.ac.inAbstract Accurate prediction in the presence of largenumber of missing values in the data set has alwaysbeen a challenging problem. Most of hybrid models toaddress this challenge have either deleted the missinginstances from the data set (popularly known as casedeletion) or have used some default way to fill themissing values. This paper, presents a novel HybridPrediction Model with missing value imputation (HPM-MI) that analyze various imputation techniques usingSimple K-means clustering and apply the best one to adata set. The proposed hybrid model is the first one touse combination of K-means clustering with MultilayerPerceptron. K-means Clustering is also used to validateclass labels of given data (incorrectly classifiedinstances are deleted i.e. pattern extracted from originaldata) before applying classifier. The proposed systemhas significantly improved data quality by use of bestimputation technique after quantitative analysis ofeleven imputation approaches. The efficiency ofproposed model as predictive classification system isinvestigated on three benchmark medical data setsnamely Pima Indians Diabetes, Wisconsin BreastCancer, and Hepatitis from the UCI Repository ofMachine Learning. In addition to accuracy, sensitivity,specificity; kappa statistics and the area under ROC arealso computed. The experimental results show HPM-MIhas produced accuracy, sensitivity, specificity, kappaand ROC as 99.82%, 100%, 99.7%, 0.996 and 1.0respectively for Pima Indian diabetes data set, 99.39%,99.31%, 99.54%, 0.986, and 1.0 respectively for BreastCancer data set and 99.98 %, 100%, 96.55%, 0.978 and0.99 respectively for Hepatitis data set. Results are bestin comparison with existing methods. Further, theperformance of our model is observed as function ofmissing rate and train-test ratio using 2D synthetic dataset and Wisconsin Diagnostics Breast Cancer data sets.Results are promising and therefore the proposed modelwill be very useful in prediction for medical domainespecially when numbers of missing value are large inthe data set.Keyword Missing Value Imputation, MultilayerPerceptron (MLP), K-Means Clustering, Data mining.1. IntroductionResearch in the field of predictive data miningfor medical applications is a significant andmoving area. Generally, a medical practitionercollects his/her knowledge from patient’ssymptoms and confirmed diagnosis. Diagnosis isusually made either by evaluating the current testresults of the patients or by referring to theprevious decisions made on other patients withsame test results. The accuracy of diagnosis ofpatient’s disease like diabetes, breast cancer andothers is greatly relenting on a experts’ experience(Meesad & Yen, 2003). Due to the pace at whichnumbers of patients are increasing, it has becomecumbersome to make diagnostics decisions. On theother side, development of new computationalmethods and tools makes relatively easy to makedecisions from dedicated databases of electronicpatient records. As an example, numerousclassifiers have been developed for diagnosis andscreening of diabetes, cancer and liver disorders(Seera & Lim, 2014). A number of  classificationsystems have been developed in the literature likeRBQ, LVQ C4.5, CART, Bayesian Tree, ANN +FNN, HPM, Sim + F2, real coded GA, and FMM-CART-RF to support diagnosis of diabetes as wellas breast cancer disease (Seera & Lim, 2014).Various hybrid models (Kahramanli & Allahverdi,2008; llango & Ramaraj, 2010; Patil, Joshi, &Toshniwal, 2010) namely hybrid system consistingof artificial neural network and fuzzy neuralnetwork, HPM consisting of K-means clusteringwith J48 and  HPM with F-score consisting offeature selection using F-score, K-means clusteringand SVM are also proposed in the literature.Researchers have developed a largenumber of classification systems to improveaccuracy of predictive classification.  Theproposed model uses K-means clustering as a",False,False,False,True,False,False
 ,False,False,False,False,False,False
Hybrid Prediction Model with missing value Imputation,False,False,False,False,False,False
for medical data,False,False,False,False,False,False
Archana Purwar,False,False,False,False,False,False
1,False,False,False,False,False,False
 and Sandeep Kumar Singh,False,False,False,False,False,False
2,False,False,False,False,False,False
"1,2",False,False,False,False,False,False
"Department of Computer Science and Information Technology, JIIT Noida, India",False,False,False,False,False,False
1,False,False,False,False,False,False
archana.purwar@jiit.ac.in,False,False,False,False,False,False
2,False,False,False,False,False,False
sandeepk.singh@jiit.ac.in,False,False,False,False,False,False
Abstract Accurate prediction in the presence of large,False,False,False,True,False,False
number of missing values in the data set has always,False,False,False,False,False,False
been a challenging problem. Most of hybrid models to,False,False,False,False,False,False
address this challenge have either deleted the missing,False,False,False,False,False,False
instances from the data set (popularly known as case,False,False,False,False,False,False
deletion) or have used some default way to fill the,False,False,False,False,False,False
"missing values. This paper, presents a novel Hybrid",False,False,False,False,False,False
Prediction Model with missing value imputation (HPM-,False,False,False,False,False,False
MI) that analyze various imputation techniques using,False,False,False,False,False,False
Simple K-means clustering and apply the best one to a,False,False,False,False,False,False
data set. The proposed hybrid model is the first one to,False,False,False,False,False,False
use combination of K-means clustering with Multilayer,False,False,False,False,False,False
Perceptron. K-means Clustering is also used to validate,False,False,False,False,False,False
class labels of given data (incorrectly classified,False,False,False,False,False,False
instances are deleted i.e. pattern extracted from original,False,False,False,False,False,False
data) before applying classifier. The proposed system,False,False,False,False,False,False
has significantly improved data quality by use of best,False,False,False,False,False,False
imputation technique after quantitative analysis of,False,False,False,False,False,False
eleven imputation approaches. The efficiency of,False,False,False,False,False,False
proposed model as predictive classification system is,False,False,False,False,False,False
investigated on three benchmark medical data sets,False,False,False,False,False,False
"namely Pima Indians Diabetes, Wisconsin Breast",False,False,False,False,False,False
"Cancer, and Hepatitis from the UCI Repository of",False,False,False,False,False,False
"Machine Learning. In addition to accuracy, sensitivity,",False,False,False,False,False,False
specificity; kappa statistics and the area under ROC are,False,False,False,False,False,False
also computed. The experimental results show HPM-MI,False,False,False,False,False,False
"has produced accuracy, sensitivity, specificity, kappa",False,False,False,False,False,False
"and ROC as 99.82%, 100%, 99.7%, 0.996 and 1.0",False,False,False,False,False,False
"respectively for Pima Indian diabetes data set, 99.39%,",False,False,False,False,False,False
"99.31%, 99.54%, 0.986, and 1.0 respectively for Breast",False,False,False,False,False,False
"Cancer data set and 99.98 %, 100%, 96.55%, 0.978 and",False,False,False,False,False,False
0.99 respectively for Hepatitis data set. Results are best,False,False,False,False,False,False
"in comparison with existing methods. Further, the",False,False,False,False,False,False
performance of our model is observed as function of,False,False,False,False,False,False
missing rate and train-test ratio using 2D synthetic data,False,False,False,False,False,False
set and Wisconsin Diagnostics Breast Cancer data sets.,False,False,False,False,False,False
Results are promising and therefore the proposed model,False,False,False,False,False,False
will be very useful in prediction for medical domain,False,False,False,False,False,False
especially when numbers of missing value are large in,False,False,False,False,False,False
the data set.,False,False,False,False,False,False
"Keyword Missing Value Imputation, Multilayer",False,False,False,False,False,False
"Perceptron (MLP), K-Means Clustering, Data mining.",False,False,False,False,False,False
1. Introduction,False,False,True,True,False,False
Research in the field of predictive data mining,False,False,False,False,False,False
for medical applications is a significant and,False,False,False,False,False,False
"moving area. Generally, a medical practitioner",False,False,False,False,False,False
collects his/her knowledge from patient’s,False,False,False,False,False,False
symptoms and confirmed diagnosis. Diagnosis is,False,False,False,False,False,False
usually made either by evaluating the current test,False,False,False,False,False,False
results of the patients or by referring to the,False,False,False,False,False,False
previous decisions made on other patients with,False,False,False,False,False,False
same test results. The accuracy of diagnosis of,False,False,False,False,False,False
"patient’s disease like diabetes, breast cancer and",False,False,False,False,False,False
others is greatly relenting on a experts’ experience,False,False,False,False,False,False
"(Meesad & Yen, 2003). Due to the pace at which",False,False,False,False,False,False
"numbers of patients are increasing, it has become",False,False,False,False,False,False
cumbersome to make diagnostics decisions. On the,False,False,False,False,False,False
"other side, development of new computational",False,False,False,False,False,False
methods and tools makes relatively easy to make,False,False,False,False,False,False
decisions from dedicated databases of electronic,False,False,False,False,False,False
"patient records. As an example, numerous",False,False,False,False,False,False
classifiers have been developed for diagnosis and,False,False,False,False,False,False
"screening of diabetes, cancer and liver disorders",False,False,False,False,False,False
"(Seera & Lim, 2014). A number of  classification",False,False,False,False,False,False
systems have been developed in the literature like,False,False,False,False,False,False
"RBQ, LVQ C4.5, CART, Bayesian Tree, ANN +",False,False,False,False,False,False
"FNN, HPM, Sim + F2, real coded GA, and FMM-",False,False,False,False,False,False
CART-RF to support diagnosis of diabetes as well,False,False,False,False,False,False
"as breast cancer disease (Seera & Lim, 2014).",False,False,False,False,False,False
"Various hybrid models (Kahramanli & Allahverdi,",False,False,False,False,False,False
"2008; llango & Ramaraj, 2010; Patil, Joshi, &",False,False,False,False,False,False
"Toshniwal, 2010) namely hybrid system consisting",False,False,False,False,False,False
of artificial neural network and fuzzy neural,False,False,False,False,False,False
"network, HPM consisting of K-means clustering",False,False,False,False,False,False
with J48 and  HPM with F-score consisting of,False,False,False,False,False,False
"feature selection using F-score, K-means clustering",False,False,False,False,False,False
and SVM are also proposed in the literature.,False,False,False,False,False,False
Researchers have developed a large,False,False,False,False,False,False
number of classification systems to improve,False,False,False,False,False,False
accuracy of predictive classification.  The,False,False,False,False,False,False
proposed model uses K-means clustering as a,False,False,False,False,False,False
" means to analyze 11 MVI techniques under studyand selects the best imputation method. This bestimputation method is applied on the data set beforepattern extraction and subsequently applyingprediction. Moreover, to the best of ourknowledge, none of the hybrid prediction modelshave combined use of K-means clustering andMLP for prediction.This paper makes a novel contribution byfirst analyzing 11 missing data imputationtechniques experimentally and finds the bestmethod for handling the missing values in the dataset using K-means clustering. Consequently, itimproves the quality of data. Moreover, it alsoaims at predictive classification using novel modelthat can classify records in the test data set usingtraining data set. Multi layer Perceptron (MLP) hasa capability to learn from examples and cangeneralize beyond the training data (Carpenter &Markuzon, 1998; Downs, Harrison, Kennedy, &Cross, 1996; Mukhopadhyay, Changhong, Huang,Mulong, & Palakal, 2002). Due to thesecharacteristics of neural networks, MLP withbackpropagation is investigated for developing avalid and useful prediction model. K-meansclustering is also used to develop proposed HybridPrediction Model with Missing Value Imputation(HPM-MI) to extract the patterns from data beforeapplying MLP for classification.Rest of the paper is grouped in five sections.Section-2 describes the study of data miningmethods namely imputation methods, K-meansclustering, MLP and review of prediction models.Then, section-3 depicts the proposed model.Evaluation of proposed model is done in section-4.Section-5 shows the results and its discussion.Finally, paper is concluded by section-6.2. Background StudyThis section reviews a few data mining methodsand predictive classification models.2.1 Data Mining MethodsAs the amount of data stored in medicaldatabases is increasing, there is growing need forefficient and effective techniques to extract theinformation. Previous researches have givenevidence that medical diagnosis and prognosis isamended by employing data mining techniques onclinical data (Hammer & Bonates, 2006;Saastamoinen & Ketola, 2006; Tsirogiannis, et al.,2004). This has been possible due to extensiveavailability of data mining techniques and tools fordata analysis. Predictive modeling requires that themedical informatics researchers and practitionersto select the most appropriate strategy to cope withclinical prediction problem (Bellazzi & Zupan,2008). This section discusses mining techniquesused to develop the proposed model.2.1.1 Missing Value Imputation2.1.1.1 IntroductionIn real-life databases, incomplete data orinformation as shown in Table 1 is frequent owingto the presence of missing values in the attributes.First row in Table 1 shows name of the variables inthe data set while other rows show the values ofthese variables. The values denoted by ‘?’ in Table1 represent the missing values. Missing values canoccur due to large number of reasons such as errorsin the manual data entry procedures, equipmenterrors or incorrect measurements. The presence ofmissing values (MVs) in data mining producesseveral problems in the knowledge extractionprocess such as loss of efficiency, complications inmanaging and analyzing data. It may also result inbias decisions due to differences between missingand complete data.Table 1Sample data showing missing values by ‘?’.AB C D E F G H class6 148 72 35 ? 33.6 0.62 50 yes1 85 66 29 ? 26.6 0.35 31 no8 183 64 ? ? 23.3 0.67 32 yes1 89 66 23 94 28.1 0.16 21 no? 137 40 35 168 43.1 2.28 33 yesIn order to solve these problems, twoapproaches are found in the literature. Firstapproach consists of missing data tolerationtechniques which integrate the techniques ofmissing values handling in specific data miningalgorithms such as in classification (David, 2007;Saar-Tsechansky M, 2007), clustering (Hathaway& Bezdek, 2002) and feature selection (Aussem &de Morais, 2008). Second type of approachconsists of missing data imputation techniques",False,False,False,True,False,False
" means to analyze 11 MVI techniques under studyand selects the best imputation method. This bestimputation method is applied on the data set beforepattern extraction and subsequently applyingprediction. Moreover, to the best of ourknowledge, none of the hybrid prediction modelshave combined use of K-means clustering andMLP for prediction.This paper makes a novel contribution byfirst analyzing 11 missing data imputationtechniques experimentally and finds the bestmethod for handling the missing values in the dataset using K-means clustering. Consequently, itimproves the quality of data. Moreover, it alsoaims at predictive classification using novel modelthat can classify records in the test data set usingtraining data set. Multi layer Perceptron (MLP) hasa capability to learn from examples and cangeneralize beyond the training data (Carpenter &Markuzon, 1998; Downs, Harrison, Kennedy, &Cross, 1996; Mukhopadhyay, Changhong, Huang,Mulong, & Palakal, 2002). Due to thesecharacteristics of neural networks, MLP withbackpropagation is investigated for developing avalid and useful prediction model. K-meansclustering is also used to develop proposed HybridPrediction Model with Missing Value Imputation(HPM-MI) to extract the patterns from data beforeapplying MLP for classification.Rest of the paper is grouped in five sections.Section-2 describes the study of data miningmethods namely imputation methods, K-meansclustering, MLP and review of prediction models.Then, section-3 depicts the proposed model.Evaluation of proposed model is done in section-4.Section-5 shows the results and its discussion.Finally, paper is concluded by section-6.2. Background StudyThis section reviews a few data mining methodsand predictive classification models.2.1 Data Mining MethodsAs the amount of data stored in medicaldatabases is increasing, there is growing need forefficient and effective techniques to extract theinformation. Previous researches have givenevidence that medical diagnosis and prognosis isamended by employing data mining techniques onclinical data (Hammer & Bonates, 2006;Saastamoinen & Ketola, 2006; Tsirogiannis, et al.,2004). This has been possible due to extensiveavailability of data mining techniques and tools fordata analysis. Predictive modeling requires that themedical informatics researchers and practitionersto select the most appropriate strategy to cope withclinical prediction problem (Bellazzi & Zupan,2008). This section discusses mining techniquesused to develop the proposed model.2.1.1 Missing Value Imputation2.1.1.1 IntroductionIn real-life databases, incomplete data orinformation as shown in Table 1 is frequent owingto the presence of missing values in the attributes.First row in Table 1 shows name of the variables inthe data set while other rows show the values ofthese variables. The values denoted by ‘?’ in Table1 represent the missing values. Missing values canoccur due to large number of reasons such as errorsin the manual data entry procedures, equipmenterrors or incorrect measurements. The presence ofmissing values (MVs) in data mining producesseveral problems in the knowledge extractionprocess such as loss of efficiency, complications inmanaging and analyzing data. It may also result inbias decisions due to differences between missingand complete data.Table 1Sample data showing missing values by ‘?’.AB C D E F G H class6 148 72 35 ? 33.6 0.62 50 yes1 85 66 29 ? 26.6 0.35 31 no8 183 64 ? ? 23.3 0.67 32 yes1 89 66 23 94 28.1 0.16 21 no? 137 40 35 168 43.1 2.28 33 yesIn order to solve these problems, twoapproaches are found in the literature. Firstapproach consists of missing data tolerationtechniques which integrate the techniques ofmissing values handling in specific data miningalgorithms such as in classification (David, 2007;Saar-Tsechansky M, 2007), clustering (Hathaway& Bezdek, 2002) and feature selection (Aussem &de Morais, 2008). Second type of approachconsists of missing data imputation techniques",False,False,False,True,False,False
 ,False,False,False,False,False,False
means to analyze 11 MVI techniques under study,False,False,False,False,False,False
and selects the best imputation method. This best,False,False,False,False,False,False
imputation method is applied on the data set before,False,False,False,False,False,False
pattern extraction and subsequently applying,False,False,False,False,False,False
"prediction. Moreover, to the best of our",False,False,False,False,False,False
"knowledge, none of the hybrid prediction models",False,False,False,False,False,False
have combined use of K-means clustering and,False,False,False,False,False,False
MLP for prediction.,False,False,False,False,False,False
This paper makes a novel contribution by,False,False,False,False,False,False
first analyzing 11 missing data imputation,False,False,False,False,False,False
techniques experimentally and finds the best,False,False,False,False,False,False
method for handling the missing values in the data,False,False,False,False,False,False
"set using K-means clustering. Consequently, it",False,False,False,False,False,False
"improves the quality of data. Moreover, it also",False,False,False,False,False,False
aims at predictive classification using novel model,False,False,False,False,False,False
that can classify records in the test data set using,False,False,False,False,False,False
training data set. Multi layer Perceptron (MLP) has,False,False,False,False,False,False
a capability to learn from examples and can,False,False,False,False,False,False
generalize beyond the training data (Carpenter &,False,False,False,False,False,False
"Markuzon, 1998; Downs, Harrison, Kennedy, &",False,False,False,False,False,False
"Cross, 1996; Mukhopadhyay, Changhong, Huang,",False,False,False,False,False,False
"Mulong, & Palakal, 2002). Due to these",False,False,False,False,False,False
"characteristics of neural networks, MLP with",False,False,False,False,False,False
backpropagation is investigated for developing a,False,False,False,False,False,False
valid and useful prediction model. K-means,False,False,False,False,False,False
clustering is also used to develop proposed Hybrid,False,False,False,False,False,False
Prediction Model with Missing Value Imputation,False,False,False,False,False,False
(HPM-MI) to extract the patterns from data before,False,False,False,False,False,False
applying MLP for classification.,False,False,False,False,False,False
Rest of the paper is grouped in five sections.,False,False,False,False,False,False
Section-2 describes the study of data mining,False,False,False,False,False,False
"methods namely imputation methods, K-means",False,False,False,False,False,False
"clustering, MLP and review of prediction models.",False,False,False,False,False,False
"Then, section-3 depicts the proposed model.",False,False,False,False,False,False
Evaluation of proposed model is done in section-4.,False,False,False,False,False,False
Section-5 shows the results and its discussion.,False,False,False,False,False,False
"Finally, paper is concluded by section-6.",False,False,False,False,False,False
2. Background Study,False,False,True,True,False,False
This section reviews a few data mining methods,False,False,False,False,False,False
and predictive classification models.,False,False,False,False,False,False
2.1 Data Mining Methods,False,False,False,False,False,False
As the amount of data stored in medical,False,False,False,False,False,False
"databases is increasing, there is growing need for",False,False,False,False,False,False
efficient and effective techniques to extract the,False,False,False,False,False,False
information. Previous researches have given,False,False,False,False,False,False
evidence that medical diagnosis and prognosis is,False,False,False,False,False,False
amended by employing data mining techniques on,False,False,False,False,False,False
