Text,Is Capitalized,Is Roman Numeral,Is Number,is_heading,is_figure_heading,is_table_heading
"1,2,3",False,False,False,False,False,False
Department of Computer Science & Engineering  ,False,False,False,False,False,False
"Integral University, Lucknow, India ",False,False,False,False,False,False
syed.umar.amin@gmail.com,False,False,False,False,False,False
1,False,False,False,False,False,False
", kavitalucknow@gmail.com",False,False,False,False,False,False
2,False,False,False,False,False,False
", rizwanbeg@gmail.com",False,False,False,False,False,False
3 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 Abstract-  Data  mining  techniques  have  been  widely  used  in ,False,False,False,True,False,False
clinical decision support  systems for prediction  and diagnosis  of ,False,False,False,False,False,False
various diseases with good accuracy. These techniques have been ,False,False,False,False,False,False
very  effective  in  designing  clinical  support  systems  because  of ,False,False,False,False,False,False
their  ability  to  discover  hidden  patterns  and  relationships  in ,False,False,False,False,False,False
medical data.  One of the most important applications   of   such   ,False,False,False,False,False,False
systems    is   in   diagnosis of  heart diseases because it is one of ,False,False,False,False,False,False
the leading causes of deaths all over the world. Almost all systems ,False,False,False,False,False,False
that predict heart diseases use clinical dataset having parameters ,False,False,False,False,False,False
and  inputs  from  complex  tests  conducted  in  labs.  None  of  the ,False,False,False,False,False,False
"system predicts heart diseases based on risk factors such as age, ",False,False,False,False,False,False
"family  history,  diabetes,  hypertension,  high  cholesterol,  tobacco ",False,False,False,False,False,False
"smoking, alcohol intake, obesity or physical inactivity, etc. Heart ",False,False,False,False,False,False
disease  patients  have  lot  of  these  visible  risk  factors  in  common ,False,False,False,False,False,False
which can be used very effectively for diagnosis. System based on ,False,False,False,False,False,False
such risk factors would not only help medical professionals but it ,False,False,False,False,False,False
would  give  patients  a  warning  about  the  probable  presence  of ,False,False,False,False,False,False
heart  disease  even  before  he  visits  a  hospital  or  goes  for  costly ,False,False,False,False,False,False
medical  checkups.  Hence  this  paper  presents  a  technique  for ,False,False,False,False,False,False
prediction  of  heart  disease  using  major  risk  factors.  This ,False,False,False,False,False,False
"technique involves two most successful data mining tools, neural ",False,False,False,False,False,False
networks  and  genetic  algorithms.  The  hybrid  system ,False,False,False,False,False,False
implemented  uses  the  global  optimization  advantage  of  genetic ,False,False,False,False,False,False
algorithm  for  initialization  of  neural  network  weights.  The ,False,False,False,False,False,False
"learning  is  fast,  more  stable  and  accurate  as  compared  to  back ",False,False,False,False,False,False
propagation.  The  system  was  implemented  in  Matlab  and ,False,False,False,False,False,False
predicts the risk of heart disease with an accuracy of 89%. ,False,False,False,False,False,False
 ,False,False,False,False,False,False
"Keywords-  data  mining,  heart  disease  risk  factors,  prediction  and ",False,False,False,False,False,False
diagnosis systems. ,False,False,False,False,False,False
 ,False,False,False,False,False,False
I.    INTRODUCTION ,True,True,False,True,False,False
 ,False,False,False,False,False,False
Heart  diseases  are  the  number  one  cause  of  death  globally: ,False,False,False,False,False,False
more people  die  annually  from  Heart diseases  than  from any ,False,False,False,False,False,False
other cause. An estimated 17.3 million people died from Heart ,False,False,False,False,False,False
"diseases  in  2008,  representing  30%  of  all  global  deaths.  Of ",False,False,False,False,False,False
"these  deaths,  an  estimated  7.3  million  were  due  to  coronary ",False,False,False,False,False,False
heart  disease  and  6.2  million  were  due  to  stroke  [1].  Recent ,False,False,False,False,False,False
research in the field of medicine has been able to identify risk ,False,False,False,False,False,False
factors  that  may  contribute  toward  the  development  of  heart ,False,False,False,False,False,False
disease but  more research is  needed to use this knowledge in ,False,False,False,False,False,False
"reducing  the  occurrence  of  heart  diseases.  Diabetes, ",False,False,False,False,False,False
"hypertension,  and  high  blood  cholesterol  have  been ",False,False,False,False,False,False
established  as  the  major  risk  factors  of  heart  diseases.  Life ,False,False,False,False,False,False
"style  risk  factors  which  include  eating  habits,  physical ",False,False,False,False,False,False
"inactivity, smoking, alcohol intake, obesity are also associated ",False,False,False,False,False,False
with  the  major    heart  disease  risk  factors  and  heart  disease ,False,False,False,False,False,False
"[2,3].There  are  studies  showing  that  reducing  these    risk ",False,False,False,False,False,False
factors for heart disease  can  actually help in preventing heart ,False,False,False,False,False,False
diseases  [4].  There  are  many  studies  and  researches  on  the ,False,False,False,False,False,False
prevention  of  heart  disease  risk.  Data  from  studies  of ,False,False,False,False,False,False
"population has helped in prediction of heart diseases, based on ",False,False,False,False,False,False
"blood pressure, smoking habit, cholesterol and blood pressure ",False,False,False,False,False,False
"levels,  diabetes.  Researchers  have  used  these  prediction ",False,False,False,False,False,False
algorithms  in  adapted  form  of  simplified  score  sheets  that ,False,False,False,False,False,False
allow  patients  to  calculate  the  risk  of  heart diseases  [6].  The ,False,False,False,False,False,False
Framingham  Risk  Score  (FRS)  is  a  popular  risk  prediction ,False,False,False,False,False,False
criterion  which  is  used  in  algorithms  for  heart  disease ,False,False,False,False,False,False
prediction [7]. ,False,False,False,False,False,False
This  study  aimed  at  developing  an  intelligent  data  mining ,False,False,False,False,False,False
system based on genetic algorithm optimized neural networks ,False,False,False,False,False,False
for  the  prediction  of  heart  disease  based  on  risk  factors’ ,False,False,False,False,False,False
categories.  The  system  was  implemented  using  MATLAB ,False,False,False,False,False,False
R2012a. ,False,False,False,False,False,False
 ,False,False,False,False,False,False
II,True,False,False,True,False,False
. DATA MINING TECHNIQUES ,True,True,False,True,False,False
 ,False,False,False,False,False,False
"Data  mining  techniques  are  used  to  explore,  analyze  and ",False,False,False,False,False,False
extract  medical  data  using  complex  algorithms  in  order  to ,False,False,False,False,False,False
discover unknown patterns. Researchers are using data mining ,False,False,False,False,False,False
techniques  for  the  diagnosis  of  many  diseases  such  as  heart ,False,False,False,False,False,False
"disease [8], diabetes [9], stroke [10] and cancer [11] and many ",False,False,False,False,False,False
data  mining  techniques  have  been  used  in  the  diagnosis  of ,False,False,False,False,False,False
heart  disease  with  good  accuracy.  Researchers  have  been ,False,False,False,False,False,False
"applying different data mining techniques such as naïve bayes, ",False,False,False,False,False,False
"neural  network,  decision  tree,  bagging,  kernel  density,  and ",False,False,False,False,False,False
support  vector  machine  for  prediction  and  diagnosis  of  heart ,False,False,False,False,False,False
diseases  [13]-[15]. One of the systems [16] uses neural based ,False,False,False,False,False,False
learning  classifier  for  classifying  data  mining  tasks  showed ,False,False,False,False,False,False
that  neural  based  learning  classifier  system  performs ,False,False,False,False,False,False
equivalently  to  supervise  learning  classifier.  IEHPS  [17] ,False,False,False,False,False,False
intelligent  and  effective  heart  attack  prediction  system  was ,False,False,False,False,False,False
built  using  data  mining  and  neural  networks  and  it  proposed ,False,False,False,False,False,False
extracting  significant  patterns  for  heart  disease  prediction ,False,False,False,False,False,False
using K-means clustering and used MAFIA algorithm to mine ,False,False,False,False,False,False
"the  frequent  patterns.  Polatet  al.,  developed  system  using ",False,False,False,False,False,False
hybrid  fuzzy  and  k-nearest  neighbour  approach  for  the ,False,False,False,False,False,False
"prediction  of  heart  disease,  which  had  87%  accuracy  in ",False,False,False,False,False,False
diagnosis  [18].  In  another  system  [19]  neural  network ,False,False,False,False,False,False
ensemble  was  used  in  the  diagnosis  of  heart  disease  with  an ,False,False,False,False,False,False
"accuracy of 89.01%. Latha and Subramanian (2007), proposed ",False,False,False,False,False,False
an  intelligent  heart  disease  prediction  system  using  CANFIS ,False,False,False,False,False,False
and genetic algorithm which had a very low mean square error ,False,False,False,False,False,False
"[20].Analyzing  the  different  techniques  discussed,  this  paper ",False,False,False,False,False,False
proposes  a  novel  system  using  genetic  algorithm  and  neural ,False,False,False,False,False,False
Proceedings of 2013 IEEE Conference on Information and Communication Technologies (ICT 2013),False,False,False,False,False,False
978-1-4673-5758-6/,False,False,False,False,False,False
13/$31.00 © 2013 IEEE,True,False,False,True,False,False
1227,False,False,False,False,False,False
network  for  predicting  the  risk  of  heart  diseases.  Genetic ,False,False,False,False,False,False
algorithm is used to optimize neural network weights. What is ,False,False,False,False,False,False
even more different in this paper is that it is the first time that ,False,False,False,False,False,False
such  a  hybrid  technique  is  applied  on  risk  factors  for  the ,False,False,False,False,False,False
accurate prediction of heart disease. Hence the main objective ,False,False,False,False,False,False
is not only to use this system in clinical decision support but to ,False,False,False,False,False,False
also  use  this  system  as  risk  indicator  so  that  it  helps  people ,False,False,False,False,False,False
reduce the risks of having any heart disease in future. ,False,False,False,False,False,False
 ,False,False,False,False,False,False
 ,False,False,False,False,False,False
III,True,False,False,True,False,False
. MATERIALS AND METHODS ,True,True,False,True,False,False
 ,False,False,False,False,False,False
A. Data Analysis and Encoding ,False,False,False,False,False,False
 ,False,False,False,False,False,False
The  problem  with  risk  factors  related  to  heart  disease  is  that ,False,False,False,False,False,False
